OBJECTID,GLOBAL_ID,IDENT,TYPE_CODE,LEVEL_,WKHR_CODE,WKHR_RMK,MAA_VAL,MAA_UOM,MEA_E_VAL,MEA_E_UOM,MEA_W_VAL,MEA_W_UOM,GMEA_E_VAL,GMEA_E_UOM,GMEA_W_VAL,GMEA_W_UOM,DMEA_VAL,DMEA_UOM,MOCA_VAL,MOCA_UOM,MEAGAP,TRUETRK,MAGTRK,REVTRUETRK,REVMAGTRK,NMAGTRK,NREVMAGTRK,LENGTH_VAL,COPDIST,COPNAV_ID,REPATCSTAR,REPATCEND,DIRECTION,FREQ_CLASS,STATUS,STARTPT_ID,ENDPT_ID,RTPORT_ID,ENRINFO_ID,WIDTHRIGHT,WIDTHLEFT,WIDTH_UOM,MCA1_VAL,MCA1_UOM,MCA1_DIR,MCA2_VAL,MCA2_UOM,MCA2_DIR,MCAPT_ID,MCAPT_TYPE,TFLAG_CODE,REMARKS,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC,SHAPE_LENGTH
1,3B08E58C-F6B4-4FA8-AD6D-F164A8BD088E,A332,OCEAN,B,,,60000,FT,5500,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,44.56,34.8,227.41,216.34,,,458.77,,,C,C,,A,,2BD35DC2-A552-4D90-A1D4-D668A65FF45A,3B030D6E-795F-4AFB-BCF7-91B73CEA9590,0A1A7A0A-0C6C-4EFA-9469-9CD66D66AD45,BFF3FAA8-E452-4A29-A1F5-099EDD8A815B,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,8.16161787117324
2,282F50A2-6253-4609-90D9-B5D08FFDB1E2,A332,OCEAN,B,,,60000,FT,5500,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,47.35,36.28,230.98,218.35,,,452.34,,,C,C,,A,,3B030D6E-795F-4AFB-BCF7-91B73CEA9590,E87EC6B0-1B3E-49D0-AE53-5C901412372E,D991987C-79F1-48AB-B6A3-A0A9A14C40A9,BFF3FAA8-E452-4A29-A1F5-099EDD8A815B,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,8.36670483563411
3,714522A2-D4CB-4BC4-A532-BD003F9A9DED,A332,OCEAN,B,,,60000,FT,5500,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,50.99,38.36,235.46,221.47,,,440.99,,,C,C,,A,,E87EC6B0-1B3E-49D0-AE53-5C901412372E,606F28D0-8FE1-4A42-A769-0348BBB25937,9A053DA6-9BB1-441D-A275-ED5B146795DF,BFF3FAA8-E452-4A29-A1F5-099EDD8A815B,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,8.59236912907773
4,A182F324-7828-4C7D-B8C1-045D8ED585CA,A332,OCEAN,B,,,60000,FT,5500,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,55.4,41.42,240.89,226.3,,,441.07,,,C,C,,A,,606F28D0-8FE1-4A42-A769-0348BBB25937,97A9B791-13AF-4AEA-9A03-B9041FC04624,429C5646-49A0-4F7A-98E2-4DA876884777,BFF3FAA8-E452-4A29-A1F5-099EDD8A815B,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,1,9.16362262856684
5,F064A61D-DFFF-409A-9B2E-EF6E6E43D67A,A450,OCEAN,B,,,999999,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,44.92,44.87,225.24,225.23,,,295.9,,,C,C,,A,,8AAE9D79-7B94-4FEA-9D61-38126BE9A791,99EB0249-7EBE-43FB-A3BD-36FF98E329D7,A82E1CFC-3F52-444D-A664-633869A998DD,261FC00D-33A8-4C40-A14A-0A29F0AA5F84,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,4.94976212938291
6,BDC4B3A8-55F0-45F9-8312-27FDD071D863,A450,OCEAN,B,,,60000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,72.54,71.7,252.88,251.76,,,81.81,,,C,R,,A,,BDE07599-C284-4ABC-B538-591A8395430F,74F206F9-5351-493F-A62A-369CD19981F1,15C4FCAE-C8F2-4E32-86DE-B7A704AFDECD,C5859B72-0E3B-47AE-BBC4-CAF61A95E224,4,4,NM,999999,,,999999,,,,,3,,0,0,0,0,0,1,1.40319640723572
7,2409DE6F-EF35-49EB-9CF4-7D64CC8F4DBD,A450,OCEAN,B,,,60000,FT,5500,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,74.38,73.27,256.8,253.65,,,523.28,,,R,C,,A,,74F206F9-5351-493F-A62A-369CD19981F1,2CF55727-480A-4B3A-88F5-C216E73DD6A5,15C4FCAE-C8F2-4E32-86DE-B7A704AFDECD,C5859B72-0E3B-47AE-BBC4-CAF61A95E224,4,4,NM,999999,,,999999,,,,,1,,0,0,0,0,0,1,9.0360376925048
8,C68D3E8B-9FFA-487E-AE2B-2EDFB960ED21,A450,OCEAN,B,,,60000,FT,5500,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,76.79,73.64,259.55,254.18,,,522.95,,,C,C,,A,,2CF55727-480A-4B3A-88F5-C216E73DD6A5,B083F114-156D-4860-B151-A7D20DD7636E,83D7C330-23AA-4CEE-B63D-F21D772870B6,C5859B72-0E3B-47AE-BBC4-CAF61A95E224,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,9.12801779434119
9,D04481C1-129E-4635-8C0B-58CACC267E60,A450,OCEAN,B,,,60000,FT,5500,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,79.7,74.33,261.9,255.08,,,380.24,,,C,C,,A,,B083F114-156D-4860-B151-A7D20DD7636E,50015DF7-E8A5-4FB5-90D7-DEE23A9EC637,B823F6AF-6374-468B-9B98-A8F81E2F6AB7,C5859B72-0E3B-47AE-BBC4-CAF61A95E224,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,6.69468258388995
10,22BEBF34-BAD9-42CD-9579-7737D41C63DA,A450,OCEAN,B,,,60000,FT,5500,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,82.23,75.41,264.54,256.63,,,379.76,,,C,C,,A,,50015DF7-E8A5-4FB5-90D7-DEE23A9EC637,9D172690-DD54-4972-818C-9BE6FBE00593,DB1521C4-AC9E-4448-8096-6097B4C48F7D,C5859B72-0E3B-47AE-BBC4-CAF61A95E224,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,6.72656163969729
11,2CC6FF4C-BE9B-43E7-A76F-3CDE50035C94,A450,OCEAN,B,,,60000,FT,5500,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,84.88,76.96,267.74,259.09,,,451.08,,,C,C,,A,,9D172690-DD54-4972-818C-9BE6FBE00593,F0F329D8-D684-44A4-AF60-7BE49BD7F588,05298D92-BD88-4C0D-9DCB-F77DD195A070,C5859B72-0E3B-47AE-BBC4-CAF61A95E224,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,8.02605761159219
12,F022129E-12E8-403E-B6C8-3414D5E5897D,A450,OCEAN,B,,,60000,FT,5500,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,88.11,79.46,271.03,262.01,,,452.96,,,C,C,,A,,F0F329D8-D684-44A4-AF60-7BE49BD7F588,9646D80A-5A41-4210-AC7B-612041767394,ADFAD289-60CF-4527-A1F2-138E7C7F1D9D,C5859B72-0E3B-47AE-BBC4-CAF61A95E224,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,8.07595852938272
13,00F90C37-FBC0-4F2A-8113-F755FC99DD15,A450,OCEAN,B,,,60000,FT,5500,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,91.75,82.73,272.14,263.09,,,60.68,,,C,C,,A,,9646D80A-5A41-4210-AC7B-612041767394,86E5DAA5-3BB7-400B-8416-ED2DA088815F,D5264300-E604-4254-9138-E0DFA35AEBE4,C5859B72-0E3B-47AE-BBC4-CAF61A95E224,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,1.08166148307836
14,D214ED12-F56D-4FA9-9627-C72BC0BF5927,A450,OCEAN,B,,,60000,FT,5500,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,91.41,82.36,271.93,262.81,,,81.22,,,C,C,,A,,86E5DAA5-3BB7-400B-8416-ED2DA088815F,EF47D23E-3290-408F-9566-B6F9622F8A97,630F4512-1C05-466D-97E1-DB0B39A741AB,C5859B72-0E3B-47AE-BBC4-CAF61A95E224,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,1.44754639941839
15,FBF445E4-34FB-4C6D-9451-6979CC0C7966,A450,OCEAN,B,,,999999,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,46.42,46.41,227.12,227.07,,,359.51,,,C,C,,A,,99EB0249-7EBE-43FB-A3BD-36FF98E329D7,6BF6266C-7F68-4118-8C55-B2B22BCB946B,E6CFC4F7-B5C4-4834-884A-98346446F24D,261FC00D-33A8-4C40-A14A-0A29F0AA5F84,4,4,NM,999999,,,999999,,,,,2,,0,0,0,0,0,1,6.03981796436887
16,E5EDFD8D-E363-4932-B333-F339C00B73C3,A450,OCEAN,B,,,999999,FT,8000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,48.05,48,228.31,228.22,,,100.05,,,C,C,,A,,6BF6266C-7F68-4118-8C55-B2B22BCB946B,C6061F22-1B4C-4993-B07C-842C8B647A63,2A0767CB-FB5A-497E-9BAA-02F35514979B,261FC00D-33A8-4C40-A14A-0A29F0AA5F84,4,4,NM,999999,,,999999,,,,,1,,0,0,0,0,0,1,1.68867300661429
17,66CC5BFA-688F-4432-84B8-617EBDB599D6,A450,OCEAN,B,,,999999,FT,8000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,58.66,58.58,238.79,238.64,,,40.43,,,C,C,,A,,C6061F22-1B4C-4993-B07C-842C8B647A63,512C1362-8A62-4C8B-B48F-200829583CE9,47FE3466-1361-454D-A24D-1E29D0AE33F7,261FC00D-33A8-4C40-A14A-0A29F0AA5F84,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,0.685423233695543
18,879D34DF-4E72-4305-8D3A-44506B824F68,A450,OCEAN,B,,,999999,FT,8000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,58.92,58.77,239.25,238.95,,,100.14,,,C,R,,A,,512C1362-8A62-4C8B-B48F-200829583CE9,2C15FABD-4F15-4AB0-9322-54805D5C9568,3CFB64F8-4680-4229-8E0A-040B9C60B65D,261FC00D-33A8-4C40-A14A-0A29F0AA5F84,4,4,NM,999999,,,999999,,,,,2,,0,0,0,0,0,1,1.70081842853589
19,9FBECCF6-D4E3-4B51-841E-9411A74B9017,A450,OCEAN,B,,,999999,FT,5000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,70,68,250.13,248.13,,,35,,,R,R,,A,,2C15FABD-4F15-4AB0-9322-54805D5C9568,079E190F-179E-41D4-A820-0B939003A18A,92AF5A26-BAAE-476E-9EA3-17213214EA9A,C5859B72-0E3B-47AE-BBC4-CAF61A95E224,4,4,NM,999999,,,999999,,,,,1,,0,0,0,0,0,1,0.597354146554249
20,90196868-EDCA-4E08-8F44-4D712A2747E1,A450,OCEAN,B,,,999999,FT,5000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,70.13,68.13,250.38,248.38,,,65,,,R,R,,A,,079E190F-179E-41D4-A820-0B939003A18A,3C368E08-AEF5-4921-A3DD-01F4FF8D8761,92AF5A26-BAAE-476E-9EA3-17213214EA9A,C5859B72-0E3B-47AE-BBC4-CAF61A95E224,4,4,NM,999999,,,999999,,,,,2,,0,0,0,0,0,1,1.11063060873434
21,FC511817-3E69-49E2-8630-570BFA2513F1,A450,OCEAN,B,,,60000,FT,5000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,70.38,69.78,250.49,249.8,,,28.41,,,R,C,,A,,3C368E08-AEF5-4921-A3DD-01F4FF8D8761,9446F546-FF96-4208-8881-D4227B1958CE,92AF5A26-BAAE-476E-9EA3-17213214EA9A,C5859B72-0E3B-47AE-BBC4-CAF61A95E224,4,4,NM,999999,,,999999,,,,,1,,0,0,0,0,0,1,0.485841176216021
22,0FBCB866-691A-47AE-A7AD-75E1D2F3AA33,A450,OCEAN,B,,,60000,FT,5000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,70.5,69.82,250.71,249.87,,,51.6,,,C,C,,A,,9446F546-FF96-4208-8881-D4227B1958CE,BDE07599-C284-4ABC-B538-591A8395430F,0CFFC27B-E401-400A-8DE8-B76AD55735FC,C5859B72-0E3B-47AE-BBC4-CAF61A95E224,4,4,NM,999999,,,999999,,,,,2,,0,0,0,0,0,1,0.883345457580008
23,CDDD604A-304F-41D0-A580-0A4874D8F17F,A579,OCEAN,B,,,999999,FT,999999,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,212.78,203.68,32.56,23.53,,,72.48,,,C,C,,A,,43F2E69A-5E5B-4981-87DF-DA35F8A0C32F,BB584036-C9AA-43BB-85EF-58207E7C8B72,0A08A16C-0877-4E0C-81EB-B741B3DDDC8D,1E91C81C-753F-4001-961F-EA7E08C6E45F,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,1.23013656964662
24,02E6DB76-71CB-4C03-B5A8-632D5D6AF6DB,A579,OCEAN,B,,,999999,FT,999999,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,212.39,203.36,31.18,22.2,,,546.52,,,C,C,,A,,BB584036-C9AA-43BB-85EF-58207E7C8B72,E7AB16ED-76E4-4F0E-8012-3AAEEBD56C95,6A2704B6-264B-4CE2-B6FF-9627BA57DC1C,1E91C81C-753F-4001-961F-EA7E08C6E45F,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,9.21410997207443
25,132AF865-0D3B-4943-B614-A204BA08ADFD,A579,OCEAN,B,,,999999,FT,999999,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,212.16,203.17,31.62,22.11,,,536.59,,,C,C,,A,,E7AB16ED-76E4-4F0E-8012-3AAEEBD56C95,8D446968-F6C2-42EC-BFF4-B97B157554C9,D08B83FE-EF0C-48E1-A760-2A9A1AE21F7D,1E91C81C-753F-4001-961F-EA7E08C6E45F,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,8.98717742821233
26,4A34BEA7-E8EE-4C07-9C6C-55716D6E9ABD,A579,OCEAN,B,,,999999,FT,999999,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,211.78,202.27,31.88,21.42,,,536.47,,,C,C,,A,,8D446968-F6C2-42EC-BFF4-B97B157554C9,21D66488-27E8-4BED-AD37-08D36E4E4F79,29C36EF7-906B-45B0-9996-E7FED273F2C5,1E91C81C-753F-4001-961F-EA7E08C6E45F,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,8.97066172527701
27,2DE81728-9ACF-445A-A731-3A6164418915,B453,OCEAN,U,,,999999,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,334.38,319.96,154.05,139.44,,,48.19,,,R,C,,A,,A1B6047F-4AAB-4D59-B6DD-B4B31225A37E,AF63623A-C962-4606-96E7-7F0D56A32653,EC22A427-892A-4BCF-A661-E22F77ED2589,992484BB-1D6A-4649-B8F7-BCC99AA4ADE4,4,4,NM,999999,,,999999,,,,,0,,0,1,0,1,0,1,0.866274373573019
28,6EB6DF23-F4BD-4236-882E-B4C81CB4C399,B453,OCEAN,U,,,999999,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,325.54,308.84,144.6,127.83,,,72.82,,,R,R,,A,,44EB385D-D238-405F-9CFB-19B9F5734A50,0377237E-98CD-436F-A1AE-070434EFBC36,624A086B-6CB7-4FCF-89F2-05C43D795B10,992484BB-1D6A-4649-B8F7-BCC99AA4ADE4,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,1.53012421678807
29,59B383EC-0236-4F53-BA89-A73E9263D938,B453,OCEAN,U,,,999999,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,317.86,301.09,129.19,113.91,,,471.72,,,R,C,,A,,0377237E-98CD-436F-A1AE-070434EFBC36,BDC4B4D5-E410-4894-9940-6ED2B83DD071,624A086B-6CB7-4FCF-89F2-05C43D795B10,992484BB-1D6A-4649-B8F7-BCC99AA4ADE4,4,4,NM,999999,,,999999,,,,,1,,0,1,0,0,0,0,11.6993165647909
30,C24CFA7E-5675-486C-910B-CFFAF4EBF467,B453,OCEAN,U,,,999999,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,333.89,319.28,151.67,135.95,,,286.85,,,C,C,,A,,AF63623A-C962-4606-96E7-7F0D56A32653,EE08A6C1-4DC7-4039-B67F-545BCD41D04A,8BF28A98-9521-414D-834B-BBED548A7595,992484BB-1D6A-4649-B8F7-BCC99AA4ADE4,4,4,NM,999999,,,999999,,,,,0,,0,1,0,1,0,1,5.27015875261111
31,19A53286-AA2E-4F31-9548-F9C519EBCC30,B453,OCEAN,U,,,999999,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,331.75,316.04,151.43,135.58,,,36.59,,,C,R,,A,,EE08A6C1-4DC7-4039-B67F-545BCD41D04A,3BD5BEB2-4CDD-4006-BF98-FB93F4658F4F,1F0B6111-9840-475B-890A-2F39E8B08ACA,992484BB-1D6A-4649-B8F7-BCC99AA4ADE4,4,4,NM,999999,,,999999,,,,,0,,0,1,0,1,0,1,0.688299689451557
32,C1304FE3-604E-4626-96E6-B06455249215,B453,OCEAN,U,,,999999,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,331.43,315.58,150.97,134.96,,,49.89,,,R,R,,A,,3BD5BEB2-4CDD-4006-BF98-FB93F4658F4F,DEAAE96C-DDD9-41F4-96A8-95A94508571C,1F0B6111-9840-475B-890A-2F39E8B08ACA,992484BB-1D6A-4649-B8F7-BCC99AA4ADE4,4,4,NM,999999,,,999999,,,,,0,,0,1,0,1,0,1,0.945566266784662
33,4C438D17-45C1-4427-AD58-A71CE83E4605,B453,OCEAN,U,,,999999,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,330.97,314.95,150.28,134.05,,,72.33,,,R,R,,A,,DEAAE96C-DDD9-41F4-96A8-95A94508571C,D28EABEA-A3B7-47E3-9D6E-54DFD0170C8E,1F0B6111-9840-475B-890A-2F39E8B08ACA,992484BB-1D6A-4649-B8F7-BCC99AA4ADE4,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,1,1.3868937246604
34,66DADCFA-4F19-4A0A-8609-9E89BFC0E5D4,B453,OCEAN,U,,,999999,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,330,313.77,149.87,133.6,,,13.49,,,R,C,,A,,D28EABEA-A3B7-47E3-9D6E-54DFD0170C8E,D76A7F6D-E3D1-465D-85BF-8E559023B0AA,1F0B6111-9840-475B-890A-2F39E8B08ACA,992484BB-1D6A-4649-B8F7-BCC99AA4ADE4,4,4,NM,999999,,,999999,,,,,2,,0,1,0,0,0,0,0.261557369761473
35,16E70E49-64C2-4F72-8646-BB5050E0698C,B453,OCEAN,U,,,999999,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,327.96,311.69,147.34,130.92,,,57.26,,,C,R,,A,,D76A7F6D-E3D1-465D-85BF-8E559023B0AA,47D1ACA0-B732-4F3D-8B6C-73DBC948FF5B,624A086B-6CB7-4FCF-89F2-05C43D795B10,992484BB-1D6A-4649-B8F7-BCC99AA4ADE4,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,1.13623346255707
36,AD1FFDC7-8001-4CBB-98B3-1BA0D188C7EA,B757,OCEAN,U,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,298.81,282.05,112.25,96.61,,,305.49,,,R,R,,A,,0377237E-98CD-436F-A1AE-070434EFBC36,13E2D4B9-E92E-455F-B62B-F64273F54627,4E6F51FA-14A6-4C15-9258-317F173F1A1B,776F9F32-3604-4035-9F4F-45E073017F0A,4,4,NM,999999,,,999999,,,,,1,,0,1,0,0,0,0,8.29849237397607
37,95BDF6BB-DD04-4A3D-B594-424A6D51D430,B757,OCEAN,U,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,292.24,276.61,108.48,94.05,,,158.96,,,R,R,,A,,13E2D4B9-E92E-455F-B62B-F64273F54627,B20B1702-4BEA-4AA5-A668-DB5BC3CE97ED,4E6F51FA-14A6-4C15-9258-317F173F1A1B,776F9F32-3604-4035-9F4F-45E073017F0A,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,4.59379689396515
38,2963E1BB-865A-47A6-95CA-976AC713CBB8,B757,OCEAN,U,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,288.48,274.05,106.78,92.98,,,69.32,,,R,C,,A,,B20B1702-4BEA-4AA5-A668-DB5BC3CE97ED,4154C7EB-B85F-4AD7-8900-78E6D54D3A68,4E6F51FA-14A6-4C15-9258-317F173F1A1B,776F9F32-3604-4035-9F4F-45E073017F0A,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,2.05881694328572
39,E40A5399-F2F2-4E4A-B269-E2546E43EA78,B757,OCEAN,U,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,285.89,272.09,96.08,86.82,,,374.39,,,C,C,,A,,4154C7EB-B85F-4AD7-8900-78E6D54D3A68,63760ACA-A950-4711-B2CC-0EA3B28C43DF,8CFB4394-E676-4508-AC24-77247124D9DD,776F9F32-3604-4035-9F4F-45E073017F0A,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,11.6086651484679
40,DE41E6F0-9284-4B4E-98DA-70F551EBAA12,R220,OCEAN,U,,,60000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,270.76,257.36,87.25,75.45,278,44,115.89,,,R,C,W,A,,F9C4D946-530F-4F51-8D4A-723C94D1415B,487B6BCF-4955-4BD8-891D-0788576C1D3B,90F90477-F2AE-44B6-994B-72734217522F,A071AD3A-7339-4122-B350-975FE8577499,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,4.00028314648923
41,9C181D4F-C8FD-4544-ACF7-BC32FD3A6C56,R220,OCEAN,U,,,60000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,270.81,259.01,84.68,75.94,278,44,203.41,,,C,R,W,A,,487B6BCF-4955-4BD8-891D-0788576C1D3B,6191A20E-24C1-4895-808A-571A88D8C806,7FDF30D6-4900-4AFC-9962-120173512659,A071AD3A-7339-4122-B350-975FE8577499,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,7.00205061179176
42,188E4E5C-BD18-4106-A799-27425576D73B,R220,OCEAN,U,,,60000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,254.1,245.36,72.34,64.52,278,44,61.4,,,R,R,W,A,,6191A20E-24C1-4895-808A-571A88D8C806,9DFB58EB-A862-4AC8-9977-2F609091B45A,7FDF30D6-4900-4AFC-9962-120173512659,A071AD3A-7339-4122-B350-975FE8577499,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,2.03161638425287
43,4266BB67-40A0-47C0-B905-C4F35B5FAC30,R332,OCEAN,B,,,999999,FT,6000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,160.84,152.26,340.96,331.79,,,225.28,,,R,C,,A,,AE1C8284-B2DE-4E2A-8CE4-5F749BD17496,CFFE275E-5DCA-4ECD-B010-4FFCAC81905D,FE467FF8-5957-49C4-AFBB-584A208F47A0,B123ACCE-5E14-4153-94AB-CB670B188440,4,4,NM,999999,,,999999,,,,,0,,0,0,0,0,0,1,3.7719534052483
44,AC02F3F2-6C6C-4DC9-939B-F06D261261E8,R338,OCEAN,U,,,60000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,239.28,231.88,58.08,51.3,,,40.52,,,C,R,,A,,6D16AD60-C616-4CB4-9033-E5CD64255F66,1E5B07F7-3506-4D95-A90A-EFEA6FEA6D27,A75A35C6-88A4-4556-AB76-158D59E826F6,178E2CE1-B765-4476-BF19-C9CBBB4B6714,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,1.37009414188184
45,4E61A470-CBAF-43C9-B9E8-96B0C016F719,R338,OCEAN,U,,,60000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,238.35,231.57,55.86,50.34,,,88.23,,,R,R,,A,,1E5B07F7-3506-4D95-A90A-EFEA6FEA6D27,D8B4D8A6-8252-432D-8C31-4254BFA1FF82,A75A35C6-88A4-4556-AB76-158D59E826F6,178E2CE1-B765-4476-BF19-C9CBBB4B6714,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,2.88974926372557
46,4FAA4F9C-C259-46AB-8ED3-1B3D039DA98B,R338,OCEAN,U,,,60000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,235.94,230.42,53.88,49.41,,,77.36,,,R,C,,A,,D8B4D8A6-8252-432D-8C31-4254BFA1FF82,1518C371-55C4-45B9-A96E-E587D0A9093F,A75A35C6-88A4-4556-AB76-158D59E826F6,178E2CE1-B765-4476-BF19-C9CBBB4B6714,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,2.42644840881475
47,94F58CAC-EFD7-471D-A607-EC6FDF54ADBE,R338,OCEAN,U,,,60000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,233.93,229.46,51.43,48.23,,,100.5,,,C,C,,A,,1518C371-55C4-45B9-A96E-E587D0A9093F,7B8F7F86-6322-41A8-B9BE-FD0586E80440,2EBD82D2-A1F2-40BD-86DA-FC23E027F189,178E2CE1-B765-4476-BF19-C9CBBB4B6714,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,3.00907914686803
48,FAC64983-AC1F-43FB-8510-5DA95A62121E,R338,OCEAN,U,,,60000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,231.36,228.16,48.39,46.66,,,130.1,,,C,C,,A,,7B8F7F86-6322-41A8-B9BE-FD0586E80440,BDEA46CC-2E9C-426E-9AEC-73620BAD19D9,DBFF0DB9-2F82-43B7-8763-87EBE04DAC44,178E2CE1-B765-4476-BF19-C9CBBB4B6714,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,3.66890104187859
49,E3762739-6110-4AB2-B864-C06692BA6326,R338,OCEAN,U,,,60000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,230.06,228.32,45.18,45.77,,,240.2,,,C,C,,A,,BDEA46CC-2E9C-426E-9AEC-73620BAD19D9,BE5A6174-6029-4F36-97F9-C51D7745D395,185C00C1-135C-4876-85C7-06BE26C23A02,178E2CE1-B765-4476-BF19-C9CBBB4B6714,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,6.30054844728083
50,FCA68EB1-4E89-4DEB-93C5-337EB52C5CD6,R338,OCEAN,U,,,60000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,225.82,226.4,42.13,44.31,,,214.19,,,C,C,,A,,BE5A6174-6029-4F36-97F9-C51D7745D395,3426ABBE-64BA-4EC3-88DE-54925095D056,7E829793-977B-4BAB-8850-953E7F25DA2D,178E2CE1-B765-4476-BF19-C9CBBB4B6714,4,4,NM,999999,,,999999,,,,,0,,0,1,0,0,0,0,5.1287609964226
