OBJECTID,GLOBAL_ID,IDENT,TYPE_CODE,LEVEL_,WKHR_CODE,WKHR_RMK,MAA_VAL,MAA_UOM,MEA_E_VAL,MEA_E_UOM,MEA_W_VAL,MEA_W_UOM,GMEA_E_VAL,GMEA_E_UOM,GMEA_W_VAL,GMEA_W_UOM,DMEA_VAL,DMEA_UOM,MOCA_VAL,MOCA_UOM,MEAGAP,TRUETRK,MAGTRK,REVTRUETRK,REVMAGTRK,NMAGTRK,NREVMAGTRK,LENGTH_VAL,COPDIST,COPNAV_ID,REPATCSTAR,REPATCEND,DIRECTION,FREQ_CLASS,STATUS,STARTPT_ID,ENDPT_ID,RTPORT_ID,ENRINFO_ID,WIDTHRIGHT,WIDTHLEFT,WIDTH_UOM,MCA1_VAL,MCA1_UOM,MCA1_DIR,MCA2_VAL,MCA2_UOM,MCA2_DIR,MCAPT_ID,MCAPT_TYPE,TFLAG_CODE,REMARKS,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC,SHAPE_LENGTH
11830,6C4E2983-1D86-4D41-BC5B-CF90F8372E68,Y290,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,116.51,125.26,299.07,310.84,,,406.7,,,R,R,,A,,AE87037E-9A38-4223-B6D0-2975A5DA5C1C,BC597CE4-FFE5-4EB5-901F-68B412DFE268,6BFF8F91-5E26-4523-AFAC-C2CF8129F562,0ED46106-F61C-4223-9742-742BDFF5E181,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,7.24054487978049
11831,866E0DAB-0E68-498E-8F6F-32126C2655CE,Y290,OCEAN,B,,,60000,FT,999999,FT,999999,FT,6000,FT,999999,FT,,FT,999999,FT,0,108,110.72,288.6,292.1,,,71.01,,,R,R,,A,,EFEA0151-47EB-429B-896D-9C6109A1C1E5,A2572137-71EF-410B-BED1-35F0BBB9FA3E,6BFF8F91-5E26-4523-AFAC-C2CF8129F562,0ED46106-F61C-4223-9742-742BDFF5E181,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,1.32498473871349
11832,7C5E46FD-F5F6-44C8-8211-E039D23A81E9,Y290,OCEAN,B,,,60000,FT,999999,FT,999999,FT,6000,FT,999999,FT,,FT,999999,FT,0,108,111.5,288.66,293.03,,,79.51,,,R,R,,A,,A2572137-71EF-410B-BED1-35F0BBB9FA3E,C25827CB-A060-4216-92C0-95096CA25B17,6BFF8F91-5E26-4523-AFAC-C2CF8129F562,0ED46106-F61C-4223-9742-742BDFF5E181,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,1.47859961259355
11833,228FB557-A2E7-4045-8304-BCDB65140EB5,Y290,OCEAN,B,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,105.78,112.39,286.38,293.76,,,77.01,,,R,R,,A,,81454E05-4AF1-43D8-895B-5B894F594988,9BD90614-D239-4BC6-AC6F-725892F2F434,6BFF8F91-5E26-4523-AFAC-C2CF8129F562,0ED46106-F61C-4223-9742-742BDFF5E181,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,1,0,1.41356651268219
11834,116A899F-FD78-44AA-B22D-18D8FC9EAB4C,Y290,OCEAN,B,,,60000,FT,999999,FT,999999,FT,6000,FT,999999,FT,,FT,999999,FT,0,102.03,107.76,282.14,288.03,,,13.5,,,R,R,,A,,1C33039C-C545-45D3-9717-2F9A846B1E00,80BA5B47-2F6C-4A88-94E0-0912E800E932,6BFF8F91-5E26-4523-AFAC-C2CF8129F562,0ED46106-F61C-4223-9742-742BDFF5E181,4,4,NM,999999,,,999999,,,,,2,,0,0,1,1,0,0,0.251143209059235
11835,FF7D128E-595D-4963-A121-10446A5A044E,Y290,OCEAN,B,,,60000,FT,999999,FT,999999,FT,6000,FT,999999,FT,,FT,999999,FT,0,113,114.47,294,296.71,,,119.01,,,R,R,,A,,D112940D-3AAC-4E8E-996B-8B316E0772C5,EFEA0151-47EB-429B-896D-9C6109A1C1E5,6BFF8F91-5E26-4523-AFAC-C2CF8129F562,0ED46106-F61C-4223-9742-742BDFF5E181,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,2.21658004569882
11836,308384DE-FDC9-445F-AAC6-2F672339FB0D,Y290,OCEAN,B,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,106.38,113.76,286.55,294.17,,,22.55,,,R,R,,A,,9BD90614-D239-4BC6-AC6F-725892F2F434,A2A91893-A68C-42C7-88C6-8E8133C99465,6BFF8F91-5E26-4523-AFAC-C2CF8129F562,0ED46106-F61C-4223-9742-742BDFF5E181,4,4,NM,999999,,,999999,,,,,2,,0,0,1,1,1,0,0.413061672283218
11837,6B170C4C-4840-4F1B-8BB6-8B66A1D497D8,Y290,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,116.52,124.37,297.26,306.01,,,106,,,R,R,,A,,B6833F1F-706B-45EF-B92D-D61CB7908DFD,AE87037E-9A38-4223-B6D0-2975A5DA5C1C,6BFF8F91-5E26-4523-AFAC-C2CF8129F562,0ED46106-F61C-4223-9742-742BDFF5E181,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,1.91251934432359
11838,5FFDB122-D15D-4943-8F56-2A8A35BC8BCA,Y290,OCEAN,B,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,129.42,135.57,309.81,316.43,,,61.78,,,R,R,,A,,C366A438-BF9D-441E-9F85-8E1C3ECB322B,81454E05-4AF1-43D8-895B-5B894F594988,6BFF8F91-5E26-4523-AFAC-C2CF8129F562,0ED46106-F61C-4223-9742-742BDFF5E181,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,1.10198358954047
11839,8E52C114-566D-4505-B42B-3F5F1423B1A7,Y290,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,103.5,111.12,283.68,291.53,,,23.17,,,R,R,,A,,A2A91893-A68C-42C7-88C6-8E8133C99465,B6833F1F-706B-45EF-B92D-D61CB7908DFD,6BFF8F91-5E26-4523-AFAC-C2CF8129F562,0ED46106-F61C-4223-9742-742BDFF5E181,4,4,NM,999999,,,999999,,,,,1,,0,0,1,1,0,0,0.425021667699836
11840,DB43DA7C-C8ED-4A96-BA9E-8D3175B9BB48,Y297,OCEAN,U,,,45000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,341.15,348.94,160.89,168.51,,,104.04,,,C,R,,A,,835DA2DF-4FD0-4EA6-BB50-D1C2F7C73788,A2A91893-A68C-42C7-88C6-8E8133C99465,2C089B23-4819-463B-8BCC-A3D6EC3DF6AE,3F4888C2-8229-469B-B25E-FA90CFE9B7B6,4,4,NM,999999,,,999999,,,,,2,,0,0,0,1,0,0,1.7577381939081
11841,BFE6452F-4961-4E87-8107-C611613627DB,Y298,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,146.44,155.14,327.31,336.81,,,197.48,,,R,R,,A,,7867A27F-C0A7-4980-BC26-E1D45C258C67,E0AC7A49-587E-41C3-BA13-9609D61C3D48,E2F08985-E27D-4A36-875F-85225EDCDC8D,DA88FA5B-8935-4F7A-9E6A-1B514AE7C901,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,3.40969296304242
11842,ED81FC3B-1591-4C9F-9282-07781C98F0B2,Y299,OCEAN,U,,,45000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,7.07,15.84,187.09,195.91,,,16.35,,,R,R,E,A,,4ADAA5E8-5A97-41BA-B926-9E7A90F63299,C6EA4920-1EE0-45FC-B75E-99145781F58E,C71544C0-00FF-4500-800C-357D91E05ED5,74773159-C155-4E64-932B-14F06FFE81D9,4,4,NM,999999,,,999999,,,,,2,,0,0,0,1,0,0,0.273761906390711
11843,1E3D90AE-6759-49AF-ACD5-BA6D056BA341,Y304,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,135.99,146.49,317.19,328.99,,,259.66,,,R,C,,A,,D359B3CB-F786-4031-940C-CA07F3B74481,47D78692-5B05-4520-B0C4-81F6F0A87AAA,26544ECF-0712-476C-8775-8C22DA64286D,05D454CF-0D62-4632-9825-F86D203B6D2A,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,4.49415372506673
11844,2115926B-977F-4F0F-8286-7FF93BDBD964,Y304,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,134.21,142.91,315.98,326.48,,,318.08,,,R,R,,A,,7867A27F-C0A7-4980-BC26-E1D45C258C67,D359B3CB-F786-4031-940C-CA07F3B74481,26544ECF-0712-476C-8775-8C22DA64286D,05D454CF-0D62-4632-9825-F86D203B6D2A,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,5.59399589034023
11845,1D9A966E-6590-421B-A667-359D058F7B79,Y306,OCEAN,B,,,45000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,131.31,140.01,313.54,324.54,,,386.2,,,R,R,,A,,7867A27F-C0A7-4980-BC26-E1D45C258C67,DB721F9E-A35D-46AB-A6C7-D89A62B7CBF4,E89DE4AB-BD76-4B9D-BE6E-38758EE61BDF,FCF636DE-FB36-4D33-9841-57FFFD073A4B,4,4,NM,999999,,,999999,,,,,2,,0,0,1,1,0,0,6.81350092870644
11846,1A975836-7780-4DD2-B2E1-4BDBDE454C1A,Y307,OCEAN,B,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,356.22,5.53,176.2,185.55,,,32.02,,,R,R,,A,,02C71586-F34E-478B-977F-6BAC4E3B7D2B,DE550796-F0DE-4259-B134-8075BCB89508,1DCD0A20-3E83-489F-B272-C553A7B9F6A5,E1C81C9A-2FFC-454D-8F55-B86A0D18A295,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,0.535212979267827
11847,FDA0459C-E7EF-4B3E-B25F-1682B38B3E0A,Y307,OCEAN,B,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,356.26,5.51,176.22,185.53,,,57,,,C,R,,A,,B9092ABF-78A9-4F9F-9BD6-D8EED1CB3E4C,02C71586-F34E-478B-977F-6BAC4E3B7D2B,1DCD0A20-3E83-489F-B272-C553A7B9F6A5,E1C81C9A-2FFC-454D-8F55-B86A0D18A295,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,0.952870352353476
11848,16BA6DFB-9EFE-43D1-8CC8-1367EAA92457,Y307,OCEAN,B,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,357.42,6.58,177.39,186.64,,,53.97,,,R,C,,A,,3F9D2E99-255F-49DB-BBAF-00B0C4029C99,B9092ABF-78A9-4F9F-9BD6-D8EED1CB3E4C,569AD80C-CFA0-4643-8991-67463FD3F1D1,E1C81C9A-2FFC-454D-8F55-B86A0D18A295,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.901871226045725
11849,4DADB01B-1277-4F0B-9CF6-2DE3A289C342,Y307,OCEAN,B,,,45000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,356.91,2.91,176.87,182.87,,,87.65,,,C,R,,A,,E8D257CD-C77F-470F-8E7C-795D5B1B58AF,4D944622-DCBB-40EA-8346-8B716A727FD6,E9BA40B7-8C2B-4964-8E67-1271263FE2C1,4A050F90-BDAC-4FCD-9CBB-A26261E33A37,4,4,NM,999999,,,999999,,,,,2,,0,0,1,1,0,0,1.46588644681489
11850,72D1A711-E227-466A-AB37-9F8786837441,Y307,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,356.97,2.97,176.9,182.9,,,146.18,,,R,R,,A,,A5B4329D-6D7B-4D80-83D0-877174985372,2ECDCABE-12F4-4FF3-937D-D481ED35B910,569AD80C-CFA0-4643-8991-67463FD3F1D1,E1C81C9A-2FFC-454D-8F55-B86A0D18A295,4,4,NM,999999,,,999999,,,,,2,,0,0,1,1,0,0,2.44406155607616
11851,20F4F243-5C23-4FAA-B3CF-4AACC47F9691,Y307,OCEAN,B,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,357.43,6.57,177.42,186.59,,,22.16,,,R,R,,A,,224D807D-87B8-4360-935B-16E70B6439C5,3F9D2E99-255F-49DB-BBAF-00B0C4029C99,569AD80C-CFA0-4643-8991-67463FD3F1D1,E1C81C9A-2FFC-454D-8F55-B86A0D18A295,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.370355000284539
11852,42FC0161-290E-42E0-8E1A-76A853A909BA,Y307,OCEAN,B,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,357.71,6.76,177.7,186.8,,,25.67,,,R,R,,A,,2ECDCABE-12F4-4FF3-937D-D481ED35B910,D4BA234A-8477-4797-BA46-FC0AC1B5BF98,569AD80C-CFA0-4643-8991-67463FD3F1D1,E1C81C9A-2FFC-454D-8F55-B86A0D18A295,4,4,NM,999999,,,999999,,,,,1,,0,0,0,1,0,0,0.42904324454992
11853,BBA0332B-C1F6-4C61-BDCC-CE3011FDEF1F,Y307,OCEAN,B,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,357.26,6.36,177.25,186.38,,,34.92,,,R,R,,A,,D4BA234A-8477-4797-BA46-FC0AC1B5BF98,224D807D-87B8-4360-935B-16E70B6439C5,569AD80C-CFA0-4643-8991-67463FD3F1D1,E1C81C9A-2FFC-454D-8F55-B86A0D18A295,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.583704004523524
11854,0549F44D-C4F2-4DD7-852C-CE09A49027FA,Y307,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,356.8,2.8,176.78,182.78,,,39.59,,,R,R,,A,,4D944622-DCBB-40EA-8346-8B716A727FD6,A5B4329D-6D7B-4D80-83D0-877174985372,569AD80C-CFA0-4643-8991-67463FD3F1D1,E1C81C9A-2FFC-454D-8F55-B86A0D18A295,4,4,NM,999999,,,999999,,,,,1,,0,0,1,1,0,0,0.662076929604274
11855,D689C294-85E6-4065-A71B-BBF9AA1B0F18,Y308,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,107.14,115.64,288.34,298.36,,,171.91,,,R,R,,A,,ECE86E53-B4BD-4F7F-8A0A-127D004BEBEE,353F32C9-A392-4B2A-A521-EFA20A88F9D7,E9F6F002-58DB-4428-BA35-CA2803B496AB,6737886F-DE9B-4DAC-B5EE-DB7B2717415F,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,3.1025071776567
11856,D065E7A6-7334-4AE9-BE0B-ED150E4BD642,Y309,OCEAN,U,,,45000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,7.39,16.24,187.41,196.33,,,17.16,,,R,R,E,A,,F755EB69-B783-44BF-B86B-C86148472DE9,EA281065-8C24-4213-AA60-F8C563B43D91,1E500C53-CC20-4227-80A5-95F5BDC799C8,5F566FF2-D2AE-4529-AF7A-896B9D1EF35A,4,4,NM,999999,,,999999,,,,,2,,0,0,0,1,0,0,0.287460329838611
11857,F8139624-43A2-46E7-9FC1-8CD3DAFE1BDC,Y319,OCEAN,U,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,7.74,16.21,187.96,197.01,,,176.47,,,R,R,,A,,74D70096-A379-4146-8E72-30B5767CCAED,BBA7DE70-B598-4DDD-BC17-E1CE4ADB7A10,B6142603-1374-45F3-B848-FEE343742AF9,3F20AA05-2954-4785-B9E5-E18333CD0EDC,4,4,NM,999999,,,999999,,,,,1,,0,0,0,1,0,0,2.95666467371514
11858,2D08F138-7A5A-46B6-A51A-DE1978EDE67F,Y319,OCEAN,U,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,7.79,17.04,187.84,197.19,,,31.25,,,R,R,,A,,30AC6223-546B-477E-ACA6-6D218DACA745,DE550796-F0DE-4259-B134-8075BCB89508,B6142603-1374-45F3-B848-FEE343742AF9,3F20AA05-2954-4785-B9E5-E18333CD0EDC,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.523664007308516
11859,22D34A5A-A9E5-45B7-8665-E6724E430350,Y319,OCEAN,U,,,45000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,1400,FT,0,7.46,15.24,187.62,195.9,,,154.18,,,C,R,,A,,835DA2DF-4FD0-4EA6-BB50-D1C2F7C73788,AD9548DD-ABD8-4316-8D85-A0194D783974,71D30E26-0755-4F72-8A57-3AEEFF4AAE27,679B0B50-55A1-4D47-8CFE-DC20BC53A61B,4,4,NM,999999,,,999999,,,,,2,,0,0,0,1,0,0,2.58222751520319
11860,F64A6314-036A-4B10-A763-86533E233185,Y319,OCEAN,U,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,1400,FT,0,7.67,15.96,187.74,196.21,,,56.65,,,R,R,,A,,AD9548DD-ABD8-4316-8D85-A0194D783974,74D70096-A379-4146-8E72-30B5767CCAED,B6142603-1374-45F3-B848-FEE343742AF9,3F20AA05-2954-4785-B9E5-E18333CD0EDC,4,4,NM,999999,,,999999,,,,,3,,0,0,0,1,0,0,0.948958563109152
11861,8F111E22-DFF1-4B76-941E-798A7AFC0B71,Y323,OCEAN,U,,,45000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,2.48,11.73,182.5,191.87,,,51.39,,,C,R,,A,,B9092ABF-78A9-4F9F-9BD6-D8EED1CB3E4C,93B8DC42-CF13-4E3A-883A-B276D5694254,9DD65A5A-F4FD-4631-9249-246A4C4D2AEB,F6D5E7B2-0666-4238-875B-4EA90FF8F951,4,4,NM,999999,,,999999,,,,,2,,0,0,0,1,0,0,0.858645087069488
11862,E00F51B8-539C-48D3-8E88-9507AA3CB351,Y329,OCEAN,U,,,60000,FT,999999,FT,999999,FT,18000,FT,999999,FT,,FT,999999,FT,0,1.98,9.93,182.02,190.3,,,152.94,,,R,R,,A,,21B93099-8C2F-4B03-A102-C8A1FB0FFBCD,AD9548DD-ABD8-4316-8D85-A0194D783974,C4D8E23B-AF27-4510-85B2-85034338376D,44C7A848-E9BB-43D9-A3C4-12BAA5018BF4,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,2.5572254734239
11863,37CF50EE-68A0-4AE4-8872-59D94489FE3B,Y350,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,138.07,146.88,318.55,327.88,,,96.27,,,R,R,,A,,4D944622-DCBB-40EA-8346-8B716A727FD6,7CD27055-1282-4683-AA12-340CDA6C82F6,FD17A2FD-D57E-4C3E-9B3D-B542A6849ECF,976ED175-8710-4B14-A538-A5413E8BB4DD,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,1.67686392922609
11864,18D2AC15-3FE5-4A61-932C-6DAB4EAF5936,Y352,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,118.89,127.71,301.43,313.2,,,409.88,,,R,R,,A,,4D944622-DCBB-40EA-8346-8B716A727FD6,BC597CE4-FFE5-4EB5-901F-68B412DFE268,F806D8A1-D5F5-4326-9216-A3C889E18CD0,D8B301DB-4FC9-4EC6-A425-6E424064FB50,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,7.28371585613797
11865,774A7377-92D6-456C-BE11-4E3AFFD7FF4E,Y353,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,285.82,294.72,105.3,113.55,,,68.75,,,R,R,,A,,3907B1BF-03EC-4300-A5B1-B9EDFD48ED7D,7530EAD7-63A9-49F0-9A74-8EFAFBCBE81F,8A46F2A6-29EB-47F6-87B0-A51040375FD3,8563C8AC-15C9-41F0-A858-FE14062FED1A,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,1.25780975326225
11866,78B5B7E1-8FF2-49BF-B475-8E84E50FEB19,Y353,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,304.02,312.27,123.77,131.74,,,36.5,,,R,R,,A,,7530EAD7-63A9-49F0-9A74-8EFAFBCBE81F,01AC2529-FD6E-4A4C-B66B-B25E8A056235,8A46F2A6-29EB-47F6-87B0-A51040375FD3,8563C8AC-15C9-41F0-A858-FE14062FED1A,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,0.654616786415566
11867,4DF2CC7B-07D8-4573-B46B-0D804E6A05AC,Y355,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,301,312.32,120.51,131.33,,,76.19,,,R,C,,A,,DDB74303-03C3-4EEB-92F2-44B29C17651E,C8FB7931-F738-4CBB-BB36-667950841AB9,DCE4A6C5-C75A-4251-8579-FF2D71527993,50088A9A-C40A-4453-964A-EC003A8CDB98,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.36004051410446
11868,B4911F18-3EDC-4BC0-8827-C7E5D3B31052,Y374,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,154.87,163.92,335.8,345.55,,,272.21,,,R,R,,A,,2ECDCABE-12F4-4FF3-937D-D481ED35B910,23B8482C-66B6-47A8-9808-CFEB78C427B5,B4547C68-128C-4546-9760-AACF4CB92CD8,8A22D185-109F-41E2-BDEA-B744FF55DE82,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,4.63929402121535
11869,D42718B0-2149-4EE1-B53B-61520DD96CA7,Y374,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,155.8,165.55,335.97,345.87,,,59.06,,,R,R,,A,,23B8482C-66B6-47A8-9808-CFEB78C427B5,F3D2663A-9FFB-474C-A87E-A8510466438A,B4547C68-128C-4546-9760-AACF4CB92CD8,8A22D185-109F-41E2-BDEA-B744FF55DE82,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.00201693345251
11870,668B7565-A854-4EC4-9062-ABDC11505599,Y397,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,328.83,340.63,147.77,158.59,,,291.6,,,C,C,,A,,47D78692-5B05-4520-B0C4-81F6F0A87AAA,C8FB7931-F738-4CBB-BB36-667950841AB9,64D8AC3C-A0B2-469D-8909-F0BA44E7427D,3103CD84-61A4-4436-A7BE-888AE54AD559,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,4.98258707383406
11871,916C3A72-99F8-41D4-90E9-C9B98D8720CB,Y398,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,106.38,113.76,286.55,294.17,,,22.55,,,R,R,,A,,9BD90614-D239-4BC6-AC6F-725892F2F434,A2A91893-A68C-42C7-88C6-8E8133C99465,7BB9BA7D-0248-4D57-A09F-D58952F65E9B,7E11EF22-1681-452D-B6B8-6C24CF590DED,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,1,0,0.413061672283218
11872,0819BCDB-9D52-4EE8-A6B1-7D2A9728B87B,Y398,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,1300,FT,0,121.75,129.6,302.4,311.02,,,98.93,,,R,R,,A,,B6833F1F-706B-45EF-B92D-D61CB7908DFD,076387FB-8F12-41EA-9CA4-98248B625F1E,7BB9BA7D-0248-4D57-A09F-D58952F65E9B,7E11EF22-1681-452D-B6B8-6C24CF590DED,4,4,NM,999999,,,999999,,,,,3,,0,0,1,1,0,0,1.77224536126257
11873,135F5581-49F6-4D45-B240-2A4291D91910,Y398,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,103.5,111.12,283.68,291.53,,,23.17,,,R,R,,A,,A2A91893-A68C-42C7-88C6-8E8133C99465,B6833F1F-706B-45EF-B92D-D61CB7908DFD,7BB9BA7D-0248-4D57-A09F-D58952F65E9B,7E11EF22-1681-452D-B6B8-6C24CF590DED,4,4,NM,999999,,,999999,,,,,2,,0,0,1,1,0,0,0.425021667699836
11874,0EF13822-2EF8-4DD6-AD3E-AE88BF4BF713,Y399,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,1500,FT,0,298.74,309.77,116.84,125.65,,,291.64,,,R,R,,A,,0CFE2189-5413-49F9-99A5-0C9B9E82F3F4,4D944622-DCBB-40EA-8346-8B716A727FD6,62D56576-ED97-4FE4-995E-ED9F114CD93E,3FBC5D92-38AC-44B7-9592-E9F64532BA6E,4,4,NM,999999,,,999999,,,,,1,,0,0,1,1,0,0,5.21421860411845
11875,7A734C48-7C18-4B24-83B3-5951DC003E41,Y421,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,301.85,309.43,121.67,129.03,,,25.88,,,R,R,,A,,9886A4A1-A5C4-4DA1-9787-40213FE17A8C,649DF8DF-973F-465F-BEA9-3D0678444BEA,225432A4-741A-4E15-B168-CAF6509DFC29,A1F68F33-55DF-45C2-8703-700C1C6B4191,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,1,0,0.466567325430814
11876,83A24532-3E4D-4C24-B624-A473895DD2FE,Y421,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,303.4,315.16,121.4,130.9,,,334.35,,,R,R,,A,,BC597CE4-FFE5-4EB5-901F-68B412DFE268,E0AC7A49-587E-41C3-BA13-9609D61C3D48,225432A4-741A-4E15-B168-CAF6509DFC29,A1F68F33-55DF-45C2-8703-700C1C6B4191,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,5.91789716067442
11877,4FB4CA35-934E-4253-AF8E-C8E9DBEBDFCC,Y421,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,269.8,278.04,89.32,96.9,,,60.36,,,R,R,,A,,B32F65FF-899B-4B7B-8DB4-11FF18097A8A,9886A4A1-A5C4-4DA1-9787-40213FE17A8C,225432A4-741A-4E15-B168-CAF6509DFC29,A1F68F33-55DF-45C2-8703-700C1C6B4191,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,1.11573525717218
11878,781F7A28-C21B-45AB-B0FB-ADB93A56B297,Y421,OCEAN,B,,,60000,FT,999999,FT,999999,FT,7000,FT,999999,FT,,FT,999999,FT,0,301.55,310.23,121.16,129.39,,,57.59,,,R,R,,A,,EE46D017-3A0F-49DB-B7FC-4BC8B215BD00,B32F65FF-899B-4B7B-8DB4-11FF18097A8A,225432A4-741A-4E15-B168-CAF6509DFC29,A1F68F33-55DF-45C2-8703-700C1C6B4191,4,4,NM,999999,,,999999,,,,,0,,0,0,1,1,0,0,1.03639629529696
