Unnamed: 0,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
1678918,366873510,2023-09-01 09:49:24,21.31033,-157.86487,0.0,60.3,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
6356870,367433780,2023-09-01 09:49:26,21.30631,-157.8649,0.1,271.5,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
3450824,367151310,2023-09-01 09:49:29,21.31017,-157.86581,0.0,257.5,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
2741374,338431599,2023-09-01 09:49:36,20.8959,-157.63967,1.8,124.3,511.0,SD-1089 (UNCREWED),,NO COMM,0.0,,0.0,0.0,,,B
6416612,533180021,2023-09-01 09:49:38,21.26054,-158.24019,0.8,275.2,100.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
4627898,367416420,2023-09-01 09:49:38,21.31007,-157.86882,0.0,333.1,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
512866,368926457,2023-09-01 09:49:40,21.35485,-157.95099,0.1,35.3,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
2879952,367007880,2023-09-01 09:50:02,20.40315,-156.05274,7.4,285.7,290.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
4270822,366766970,2023-09-01 09:50:32,21.0223,-157.13611,8.4,100.6,99.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
1678919,366873510,2023-09-01 09:50:33,21.31026,-157.86481,0.0,69.8,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
6356871,367433780,2023-09-01 09:50:35,21.3063,-157.86491,0.0,260.9,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
3450825,367151310,2023-09-01 09:50:38,21.31017,-157.86581,0.1,245.9,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
4627899,367416420,2023-09-01 09:50:47,21.31006,-157.86883,0.0,307.8,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
6416613,533180021,2023-09-01 09:50:48,21.26054,-158.24017,1.0,296.3,101.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
512867,368926457,2023-09-01 09:50:50,21.35483,-157.95102,0.0,38.8,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
2879953,367007880,2023-09-01 09:51:05,20.40375,-156.055,7.5,285.1,287.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
2741377,338431599,2023-09-01 09:51:05,20.89545,-157.63945,1.2,117.4,511.0,SD-1089 (UNCREWED),,NO COMM,0.0,,0.0,0.0,,,B
4270823,366766970,2023-09-01 09:51:41,21.02179,-157.13322,8.5,101.0,100.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
1678920,366873510,2023-09-01 09:51:42,21.31027,-157.86484,0.0,63.7,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
6356872,367433780,2023-09-01 09:51:47,21.30629,-157.86492,0.0,233.8,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
3450826,367151310,2023-09-01 09:51:50,21.31018,-157.86581,0.1,263.5,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
6416614,533180021,2023-09-01 09:51:57,21.26055,-158.24018,0.7,282.0,98.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
4627901,367416420,2023-09-01 09:51:58,21.31007,-157.86882,0.0,304.9,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
512868,368926457,2023-09-01 09:52:00,21.35485,-157.951,0.1,42.8,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
2879954,367007880,2023-09-01 09:52:08,20.40434,-156.05721,7.5,285.6,287.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
1678921,366873510,2023-09-01 09:52:44,21.31025,-157.86483,0.0,64.1,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
4270824,366766970,2023-09-01 09:52:51,21.02135,-157.13033,8.4,98.0,97.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
6356873,367433780,2023-09-01 09:52:55,21.30629,-157.86493,0.0,260.6,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
3450827,367151310,2023-09-01 09:52:59,21.3102,-157.8658,0.1,270.9,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
4627902,367416420,2023-09-01 09:53:07,21.31007,-157.86884,0.0,304.4,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
6416615,533180021,2023-09-01 09:53:08,21.26056,-158.24018,0.8,337.2,100.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
512869,368926457,2023-09-01 09:53:10,21.35482,-157.95102,0.0,64.8,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
2879955,367007880,2023-09-01 09:53:11,20.40497,-156.05945,7.6,286.2,287.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
2329252,366972620,2023-09-01 09:53:43,21.31005,-157.86911,0.1,8.8,511.0,MIKIOI,IMO8987723,WDH9684,31.0,5.0,23.0,10.0,2.4,52.0,A
1678922,366873510,2023-09-01 09:53:53,21.31029,-157.86482,0.0,66.4,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
4270825,366766970,2023-09-01 09:54:02,21.02096,-157.12736,8.4,98.1,96.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
6356874,367433780,2023-09-01 09:54:06,21.30628,-157.86493,0.0,254.7,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
4627903,367416420,2023-09-01 09:54:09,21.31008,-157.86884,0.0,300.7,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
3450828,367151310,2023-09-01 09:54:10,21.31017,-157.86581,0.0,270.6,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
2879956,367007880,2023-09-01 09:54:14,20.40558,-156.0617,7.5,284.9,288.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
6416616,533180021,2023-09-01 09:54:18,21.26056,-158.24019,1.0,306.4,99.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
512870,368926457,2023-09-01 09:54:19,21.35487,-157.951,0.0,116.9,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
2741385,338431599,2023-09-01 09:54:30,20.89421,-157.63867,2.3,125.6,511.0,SD-1089 (UNCREWED),,NO COMM,0.0,,0.0,0.0,,,B
1678923,366873510,2023-09-01 09:55:03,21.31029,-157.86486,0.0,60.2,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
4270826,366766970,2023-09-01 09:55:11,21.02059,-157.12442,8.5,97.6,96.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
2879957,367007880,2023-09-01 09:55:15,20.40615,-156.0639,7.6,284.6,287.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
6356875,367433780,2023-09-01 09:55:15,21.30629,-157.86493,0.0,303.6,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
4627905,367416420,2023-09-01 09:55:17,21.31006,-157.86884,0.0,296.6,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
3450829,367151310,2023-09-01 09:55:20,21.31017,-157.86582,0.0,246.9,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
6416617,533180021,2023-09-01 09:55:28,21.26056,-158.24019,0.7,231.6,100.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
512871,368926457,2023-09-01 09:55:29,21.35488,-157.951,0.0,85.6,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
2741389,338431599,2023-09-01 09:56:00,20.89349,-157.63814,2.3,122.8,511.0,SD-1089 (UNCREWED),,NO COMM,0.0,,0.0,0.0,,,B
1678924,366873510,2023-09-01 09:56:13,21.31026,-157.86484,0.0,59.0,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
2879958,367007880,2023-09-01 09:56:19,20.40675,-156.06621,7.5,286.0,286.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
4270827,366766970,2023-09-01 09:56:22,21.02023,-157.12146,8.7,97.6,96.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
6356876,367433780,2023-09-01 09:56:26,21.30629,-157.86492,0.0,261.8,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
4627906,367416420,2023-09-01 09:56:27,21.3101,-157.86884,0.0,317.4,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
3450830,367151310,2023-09-01 09:56:30,21.31016,-157.8658,0.0,264.0,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
6416618,533180021,2023-09-01 09:56:37,21.26058,-158.24018,0.5,336.5,99.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
512872,368926457,2023-09-01 09:56:39,21.35486,-157.95099,0.0,106.4,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
2329255,366972620,2023-09-01 09:56:43,21.31008,-157.86915,0.1,351.7,511.0,MIKIOI,IMO8987723,WDH9684,31.0,5.0,23.0,10.0,2.4,52.0,A
2879959,367007880,2023-09-01 09:57:22,20.40735,-156.06847,7.6,285.8,288.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
1678925,366873510,2023-09-01 09:57:24,21.31026,-157.86485,0.0,52.8,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
4627907,367416420,2023-09-01 09:57:28,21.31009,-157.86884,0.0,310.7,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
2741393,338431599,2023-09-01 09:57:31,20.89256,-157.6374,2.9,126.0,511.0,SD-1089 (UNCREWED),,NO COMM,0.0,,0.0,0.0,,,B
4270828,366766970,2023-09-01 09:57:32,21.01988,-157.11843,8.6,97.0,97.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
6356877,367433780,2023-09-01 09:57:35,21.30628,-157.86492,0.0,261.5,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
3450831,367151310,2023-09-01 09:57:40,21.31017,-157.86581,0.1,287.9,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
6416619,533180021,2023-09-01 09:57:47,21.26058,-158.24017,0.7,299.1,101.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
512873,368926457,2023-09-01 09:58:00,21.35486,-157.95102,0.0,71.3,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
2879960,367007880,2023-09-01 09:58:25,20.40796,-156.07076,7.7,285.3,287.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
1678926,366873510,2023-09-01 09:58:32,21.3103,-157.86485,0.0,48.0,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
6356878,367433780,2023-09-01 09:58:36,21.30629,-157.86492,0.0,0.0,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
4627909,367416420,2023-09-01 09:58:38,21.31009,-157.86885,0.0,313.6,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
4270829,366766970,2023-09-01 09:58:41,21.01955,-157.11549,8.7,96.4,96.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
3450832,367151310,2023-09-01 09:58:50,21.31016,-157.86582,0.0,268.3,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
6416620,533180021,2023-09-01 09:58:58,21.26058,-158.24017,0.5,322.8,100.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
2741396,338431599,2023-09-01 09:59:01,20.89172,-157.63672,2.7,122.8,511.0,SD-1089 (UNCREWED),,NO COMM,0.0,,0.0,0.0,,,B
512874,368926457,2023-09-01 09:59:01,21.35487,-157.95106,0.0,76.4,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
2879961,367007880,2023-09-01 09:59:28,20.40855,-156.0731,7.6,283.5,286.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
1678927,366873510,2023-09-01 09:59:33,21.31031,-157.86487,0.0,47.6,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
6356879,367433780,2023-09-01 09:59:46,21.30628,-157.86492,0.0,245.8,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
4627910,367416420,2023-09-01 09:59:49,21.31006,-157.86885,0.0,264.8,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
4270830,366766970,2023-09-01 09:59:52,21.01921,-157.11246,8.8,97.7,96.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
3450833,367151310,2023-09-01 09:59:59,21.31017,-157.86581,0.0,268.0,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
2879962,367007880,2023-09-01 10:00:00,20.40882,-156.07422,7.6,284.4,287.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
2741399,338431599,2023-09-01 10:00:01,20.89115,-157.63615,2.9,121.5,511.0,SD-1089 (UNCREWED),,NO COMM,0.0,,0.0,0.0,,,B
512875,368926457,2023-09-01 10:00:01,21.35482,-157.95105,0.0,94.0,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
4270831,366766970,2023-09-01 10:00:02,21.01916,-157.11203,8.8,96.9,96.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
1678928,366873510,2023-09-01 10:00:04,21.31029,-157.86487,0.0,58.1,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
6356880,367433780,2023-09-01 10:00:06,21.30628,-157.86493,0.1,286.4,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
4627911,367416420,2023-09-01 10:00:08,21.31008,-157.86885,0.0,294.7,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
3450834,367151310,2023-09-01 10:00:08,21.31017,-157.86581,0.0,270.0,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
6416621,533180021,2023-09-01 10:00:09,21.26056,-158.24018,0.4,280.6,101.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
2879963,367007880,2023-09-01 10:01:02,20.40941,-156.07649,7.5,284.1,288.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
512876,368926457,2023-09-01 10:01:10,21.35488,-157.95102,0.1,97.4,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
4270832,366766970,2023-09-01 10:01:12,21.01882,-157.10895,8.8,97.2,96.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
1678929,366873510,2023-09-01 10:01:13,21.31027,-157.86486,0.0,56.8,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
6356881,367433780,2023-09-01 10:01:15,21.30629,-157.86493,0.0,290.8,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
6416622,533180021,2023-09-01 10:01:17,21.26056,-158.24019,0.5,294.5,100.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
4627913,367416420,2023-09-01 10:01:18,21.31008,-157.86886,0.0,0.0,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
3450835,367151310,2023-09-01 10:01:19,21.31018,-157.86582,0.1,274.0,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
2741402,338431599,2023-09-01 10:01:30,20.89032,-157.63535,3.0,120.3,511.0,SD-1089 (UNCREWED),,NO COMM,0.0,,0.0,0.0,,,B
2879964,367007880,2023-09-01 10:02:09,20.41002,-156.07886,7.6,285.8,286.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
1678930,366873510,2023-09-01 10:02:14,21.3103,-157.86482,0.1,65.1,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
6416623,533180021,2023-09-01 10:02:18,21.26058,-158.24019,0.6,75.4,100.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
512877,368926457,2023-09-01 10:02:19,21.35485,-157.95098,0.0,88.8,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
4270833,366766970,2023-09-01 10:02:22,21.01848,-157.10589,8.9,97.3,96.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
6356882,367433780,2023-09-01 10:02:26,21.30628,-157.86493,0.0,281.5,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
4627914,367416420,2023-09-01 10:02:29,21.31008,-157.86884,0.0,293.5,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
3450836,367151310,2023-09-01 10:02:30,21.31017,-157.86581,0.0,251.2,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
2741405,338431599,2023-09-01 10:03:01,20.88941,-157.63452,2.9,123.9,511.0,SD-1089 (UNCREWED),,NO COMM,0.0,,0.0,0.0,,,B
2879965,367007880,2023-09-01 10:03:15,20.41063,-156.08128,7.6,284.7,287.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
1678931,366873510,2023-09-01 10:03:22,21.31027,-157.86488,0.0,71.4,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
6416624,533180021,2023-09-01 10:03:29,21.26059,-158.24018,0.7,320.0,99.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
512878,368926457,2023-09-01 10:03:30,21.35481,-157.95107,0.0,99.8,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
4270834,366766970,2023-09-01 10:03:30,21.01817,-157.10289,9.0,95.8,95.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
6356883,367433780,2023-09-01 10:03:36,21.30629,-157.86493,0.0,300.0,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
4627915,367416420,2023-09-01 10:03:38,21.31009,-157.86885,0.0,297.6,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
3450837,367151310,2023-09-01 10:03:39,21.31016,-157.86581,0.0,245.9,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
2879966,367007880,2023-09-01 10:04:19,20.41127,-156.08355,7.6,288.4,290.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
2741410,338431599,2023-09-01 10:04:31,20.88857,-157.63384,2.7,123.7,511.0,SD-1089 (UNCREWED),,NO COMM,0.0,,0.0,0.0,,,B
1678932,366873510,2023-09-01 10:04:33,21.31033,-157.86487,0.0,64.8,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
6416625,533180021,2023-09-01 10:04:38,21.26056,-158.24018,0.2,319.6,99.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
512879,368926457,2023-09-01 10:04:40,21.35484,-157.95102,0.0,100.4,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
4270835,366766970,2023-09-01 10:04:42,21.01785,-157.09977,8.9,95.9,96.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
6356884,367433780,2023-09-01 10:04:47,21.3063,-157.86493,0.0,0.0,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
4627917,367416420,2023-09-01 10:04:49,21.31008,-157.86886,0.0,0.0,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
3450838,367151310,2023-09-01 10:04:59,21.31018,-157.86583,0.1,277.5,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
2879967,367007880,2023-09-01 10:05:22,20.41194,-156.08576,7.6,287.5,291.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
2329266,366972620,2023-09-01 10:05:43,21.31007,-157.86911,0.1,226.1,511.0,MIKIOI,IMO8987723,WDH9684,31.0,5.0,23.0,10.0,2.4,52.0,A
1678933,366873510,2023-09-01 10:05:44,21.31027,-157.86488,0.0,61.8,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
6416626,533180021,2023-09-01 10:05:47,21.26058,-158.24018,0.3,293.0,99.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
512880,368926457,2023-09-01 10:05:49,21.35486,-157.95104,0.0,119.9,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
4270836,366766970,2023-09-01 10:05:51,21.01754,-157.09669,8.9,96.0,96.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
4627918,367416420,2023-09-01 10:05:58,21.31008,-157.86885,0.0,294.3,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
2741413,338431599,2023-09-01 10:06:01,20.88781,-157.63317,2.5,123.2,511.0,SD-1089 (UNCREWED),,NO COMM,0.0,,0.0,0.0,,,B
6356885,367433780,2023-09-01 10:06:06,21.3063,-157.86491,0.0,0.0,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
3450839,367151310,2023-09-01 10:06:09,21.31017,-157.86583,0.0,256.1,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
2879968,367007880,2023-09-01 10:06:24,20.41261,-156.08801,7.5,288.2,292.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
1678934,366873510,2023-09-01 10:06:54,21.3103,-157.86483,0.0,68.6,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
6416627,533180021,2023-09-01 10:06:58,21.26059,-158.24019,0.5,326.5,100.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
512881,368926457,2023-09-01 10:06:59,21.35483,-157.95106,0.0,81.0,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
4270837,366766970,2023-09-01 10:07:02,21.01724,-157.09356,9.0,95.7,95.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
4627920,367416420,2023-09-01 10:07:09,21.31009,-157.86884,0.0,297.5,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
6356886,367433780,2023-09-01 10:07:16,21.3063,-157.86491,0.0,269.1,511.0,STAR OF HONOLULU,,WDF2950,60.0,15.0,58.0,13.0,,0.0,A
3450840,367151310,2023-09-01 10:07:18,21.31017,-157.86581,0.1,234.4,511.0,AMERICAN CONTENDER,IMO8842284,WBO8595,31.0,0.0,34.0,8.0,,52.0,A
2879969,367007880,2023-09-01 10:07:26,20.41326,-156.09016,7.5,288.8,291.0,JOSEPH SAUSE,IMO7402726,WTW9258,31.0,11.0,30.0,8.0,4.2,0.0,A
2741418,338431599,2023-09-01 10:07:30,20.88713,-157.63265,2.1,122.9,511.0,SD-1089 (UNCREWED),,NO COMM,0.0,,0.0,0.0,,,B
6416628,533180021,2023-09-01 10:07:59,21.2606,-158.24018,0.7,6.7,99.0,MMA VALOUR,IMO9651929,9WNE6,90.0,3.0,84.0,20.0,5.6,90.0,A
1678935,366873510,2023-09-01 10:08:03,21.31031,-157.86489,0.0,58.2,511.0,AMERICAN CHALLENGER,IMO7420479,WDG6869,31.0,0.0,33.0,9.0,4.1,52.0,A
512882,368926457,2023-09-01 10:08:09,21.35487,-157.95109,0.1,81.7,511.0,US WARSHIP 110,,NGBU---,0.0,0.0,0.0,0.0,0.0,0.0,A
4270838,366766970,2023-09-01 10:08:11,21.01695,-157.09053,9.0,96.4,96.0,KEKOA,IMO7404085,WDK5246,52.0,11.0,36.0,10.0,4.6,52.0,A
4627921,367416420,2023-09-01 10:08:18,21.31008,-157.86884,0.0,304.3,511.0,FREEDOM,IMO8666501,WDE9353,31.0,0.0,26.0,10.0,,52.0,A
