MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,VesselType,Length,Width
1,1737971953.0,1532.938693853816,319.9999181604434,50.0,90.0,90.0,CAR,car,10.0,3.333
2,1737971953.0,1532.93915394533,79.99277910645465,50.0,89.995,89.995,CAR,car,10.0,3.333
3,1737971953.0,1435.475736611507,419.59384110058727,49.922,91.154,91.154,CAR,car,10.0,3.333
4,1737971953.0,1480.5460292944974,28.052595559520572,49.884,157.075,157.075,CAR,car,10.0,3.333
1,1737971953.4,1552.9386938532587,319.9999632134177,50.0,90.0,90.0,CAR,car,10.0,3.333
2,1737971953.4,1552.9391530859593,79.99472320962914,50.0,89.994,89.994,CAR,car,10.0,3.333
3,1737971953.4,1455.4544832965498,419.40295038262667,49.949,90.547,90.547,CAR,car,10.0,3.333
4,1737971953.4,1488.2115164015052,9.610668465434411,49.929,157.43,157.43,CAR,car,10.0,3.333
1,1737971953.8,1572.9386938529217,319.9999964985913,50.0,90.0,90.0,CAR,car,10.0,3.333
2,1737971953.8,1572.9391525200472,79.99678668732233,50.0,89.994,89.994,CAR,car,10.0,3.333
3,1737971953.8,1475.4410128281613,419.3956314097587,49.966,90.021,90.021,CAR,car,10.0,3.333
4,1737971953.8,1495.7698591201956,-8.88711992289404,49.956,157.775,157.775,CAR,car,10.0,3.333
1,1737971954.2,1592.9386938527196,320.00001669015023,50.0,90.0,90.0,CAR,car,10.0,3.333
2,1737971954.2,1592.9391521779417,79.99822709040254,50.0,89.996,89.996,CAR,car,10.0,3.333
3,1737971954.2,1495.4328363785621,419.4300561076326,49.98,89.901,89.901,CAR,car,10.0,3.333
4,1737971954.2,1508.2597786063257,-20.833935373690675,43.209,133.727,133.727,CAR,car,10.0,3.333
1,1737971954.6,1612.9386938525981,320.00002755793844,50.0,90.0,90.0,CAR,car,10.0,3.333
2,1737971954.6,1612.9391519715814,79.99922381090244,50.0,89.997,89.997,CAR,car,10.0,3.333
3,1737971954.6,1515.4278116794128,419.4943143220592,49.988,89.816,89.816,CAR,car,10.0,3.333
4,1737971954.6,1523.7533997927999,-27.9293061868966,42.603,114.606,114.606,CAR,car,10.0,3.333
1,1737971955.0,1632.938693852525,320.0000315463325,50.0,90.0,90.0,CAR,car,10.0,3.333
2,1737971955.0,1632.9391518474472,79.99989316702843,50.0,89.998,89.998,CAR,car,10.0,3.333
3,1737971955.0,1535.4246538538382,419.5807030976066,49.993,89.752,89.752,CAR,car,10.0,3.333
4,1737971955.0,1541.006659981726,-31.359027084061683,43.977,101.243,101.243,CAR,car,10.0,3.333
1,1737971955.4,1652.9386938524801,320.0000301760861,50.0,90.0,90.0,CAR,car,10.0,3.333
2,1737971955.4,1652.9391517729566,80.00030752530533,50.0,89.999,89.999,CAR,car,10.0,3.333
3,1737971955.4,1555.4225905202456,419.68448040520246,49.996,89.703,89.703,CAR,car,10.0,3.333
4,1737971955.4,1559.2143179289128,-31.904262948445318,45.54,91.715,91.715,CAR,car,10.0,3.333
3,1737971955.8,1575.4211521344062,419.80336949534626,49.997,89.659,89.659,CAR,car,10.0,3.333
4,1737971955.8,1577.8184854373721,-29.98994009555693,46.756,84.125,84.125,CAR,car,10.0,3.333
3,1737971956.2,1595.4202791380162,419.88732982875257,49.998,89.759,89.759,CAR,car,10.0,3.333
4,1737971956.2,1596.9543784539237,-28.189417048742865,48.051,84.625,84.625,CAR,car,10.0,3.333
3,1737971956.6,1615.4197506973546,419.94632491627704,49.999,89.831,89.831,CAR,car,10.0,3.333
4,1737971956.6,1616.4107690381786,-26.47531198653689,48.829,84.965,84.965,CAR,car,10.0,3.333
3,1737971957.0,1635.419432022062,419.9867988110434,49.999,89.884,89.884,CAR,car,10.0,3.333
4,1737971957.0,1636.0607070455994,-24.82897318913163,49.297,85.211,85.211,CAR,car,10.0,3.333
3,1737971957.4,1655.4192406497457,420.01271846194203,50.0,89.926,89.926,CAR,car,10.0,3.333
4,1737971957.4,1655.8279512862944,-23.238690959204835,49.578,85.4,85.4,CAR,car,10.0,3.333
