date,year,month,cell_ll_lat,cell_ll_lon,flag,geartype,hours,fishing_hours,mmsi_present
2023-01-01,2023,1,21.3,120.0,CHN,drifting_longlines,1.0336,1.0336,1
2023-01-01,2023,1,21.4,119.9,CHN,drifting_longlines,22.7941,22.7941,1
2023-01-01,2023,1,21.4,119.8,CHN,drifting_longlines,19.985,19.985,1
2023-01-01,2023,1,21.5,120.0,CHN,drifting_longlines,11.1566,11.1566,1
2023-01-01,2023,1,21.5,120.3,CHN,drifting_longlines,8.7469,0.0,1
2023-01-01,2023,1,20.8,118.5,GTM,drifting_longlines,8.9055,0.0,1
2023-01-01,2023,1,10.6,120.5,HKG,fishing,1.8233,0.0,1
2023-01-01,2023,1,12.0,120.5,HKG,fishing,0.7758,0.0,1
2023-01-01,2023,1,12.1,120.5,HKG,fishing,3.2169,0.0,1
2023-01-01,2023,1,12.8,120.1,HKG,fishing,0.4419,0.0,1
2023-01-01,2023,1,12.8,120.2,HKG,fishing,0.3088,0.0,1
2023-01-01,2023,1,16.8,116.1,HKG,fishing,0.508,0.0,1
2023-01-01,2023,1,16.9,116.1,HKG,fishing,0.258,0.0,1
2023-01-01,2023,1,17.1,116.0,HKG,fishing,0.5158,0.0,1
2023-01-01,2023,1,4.5,124.8,JPN,drifting_longlines,1.1497,0.0,1
2023-01-01,2023,1,4.5,124.6,JPN,drifting_longlines,2.8555,0.0,3
2023-01-01,2023,1,4.5,119.6,JPN,tuna_purse_seines,0.405,0.0,1
2023-01-01,2023,1,4.5,124.4,JPN,drifting_longlines,0.3466,0.0,1
2023-01-01,2023,1,4.6,124.6,JPN,drifting_longlines,0.3472,0.0,1
2023-01-01,2023,1,4.6,125.1,JPN,drifting_longlines,1.0491,0.0,1
2023-01-01,2023,1,4.7,124.9,JPN,drifting_longlines,2.8605,0.0,4
2023-01-01,2023,1,4.8,125.1,JPN,drifting_longlines,3.775,0.0,5
2023-01-01,2023,1,4.9,125.4,JPN,drifting_longlines,3.4205,0.0,3
2023-01-01,2023,1,4.9,125.2,JPN,drifting_longlines,1.5519,0.0,4
2023-01-01,2023,1,4.9,125.3,JPN,drifting_longlines,2.5991,0.0,3
2023-01-01,2023,1,5.0,125.5,JPN,drifting_longlines,1.2722,0.0,4
2023-01-01,2023,1,5.0,125.6,JPN,drifting_longlines,2.4588,0.0,3
2023-01-01,2023,1,5.1,125.9,JPN,drifting_longlines,0.9802,0.0,1
2023-01-01,2023,1,5.1,126.6,JPN,drifting_longlines,0.8916,0.0,1
2023-01-01,2023,1,5.1,125.7,JPN,drifting_longlines,1.2188,0.0,2
2023-01-01,2023,1,5.2,125.9,JPN,drifting_longlines,1.0008,0.0,1
2023-01-01,2023,1,5.2,126.6,JPN,drifting_longlines,0.523,0.0,1
2023-01-01,2023,1,5.2,125.5,JPN,drifting_longlines,0.4866,0.0,1
2023-01-01,2023,1,5.3,126.0,JPN,drifting_longlines,0.6722,0.0,1
2023-01-01,2023,1,5.3,119.7,JPN,tuna_purse_seines,0.1463,0.0,1
2023-01-01,2023,1,5.3,119.6,JPN,tuna_purse_seines,0.1755,0.0,1
2023-01-01,2023,1,5.4,119.7,JPN,tuna_purse_seines,0.4305,0.0,1
2023-01-01,2023,1,5.4,126.7,JPN,drifting_longlines,1.8744,0.0,2
2023-01-01,2023,1,5.4,126.2,JPN,drifting_longlines,0.7619,0.0,1
2023-01-01,2023,1,5.4,127.0,JPN,drifting_longlines,1.9441,0.0,2
2023-01-01,2023,1,5.5,127.1,JPN,drifting_longlines,2.5222,0.0,3
