mmsi,year,flag_ais,flag_registry,flag_gfw,vessel_class_inferred,vessel_class_inferred_score,vessel_class_registry,vessel_class_gfw,self_reported_fishing_vessel,length_m_inferred,length_m_registry,length_m_gfw,engine_power_kw_inferred,engine_power_kw_registry,engine_power_kw_gfw,tonnage_gt_inferred,tonnage_gt_registry,tonnage_gt_gfw,registries_listed,active_hours,fishing_hours,vessel_class_mapped
247204460,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,22.864,22.5,22.5,327.824,323.6,323.6,58.02,55.0,55.0,EU|GFCM,3879.3834999999985,1526.9050000000009,trawler
247204510,2023,ITA,ITA,ITA,other_purse_seines,0.998,purse_seines,other_purse_seines,True,18.011,18.0,18.0,255.905,294.2,294.2,26.496,28.0,28.0,EU|GFCM,1892.3381,397.8969000000002,purse_seiner
247206670,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,17.194,16.1,16.1,104.371,,104.371,35.135,33.0,33.0,GFCM,2456.0581,1336.1057000000003,trawler
247212002,2023,ITA,ITA,ITA,,,trawlers,trawlers,False,,19.7,19.7,,221.0,221.0,,49.0,49.0,EU|GFCM,534.4589000000001,32.35809999999999,trawler
247220050,2023,ITA,ITA,ITA,other_purse_seines,0.965,purse_seines,other_purse_seines,True,23.542,25.4,25.4,302.519,334.0,334.0,82.638,99.0,99.0,EU|GFCM,3077.2591,660.5929000000001,purse_seiner
247220130,2023,ITA,ITA,ITA,trawlers,0.822,purse_seines|trawlers,trawlers,True,25.617,27.6,27.6,367.249,441.0,441.0,89.172,79.0,79.0,EU|GFCM|ICCAT|ICCAT2,379.5576,78.155,trawler
247220190,2023,ITA,ITA,ITA,other_purse_seines,0.945,purse_seines|trawlers,other_purse_seines,True,20.008,22.0,22.0,183.42,161.5,161.5,42.563,41.0,41.0,EU|GFCM|ICCAT|ICCAT2,1693.3624,165.94299999999998,purse_seiner
247220290,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,16.93,15.3,15.3,177.891,191.0,191.0,37.994,24.0,24.0,EU|GFCM,4087.9675,1559.7384000000002,trawler
247220620,2023,ITA,ITA,ITA,other_purse_seines,0.976,purse_seines,other_purse_seines,True,18.099,17.9,17.9,206.188,220.6,220.6,32.205,30.0,30.0,EU|GFCM,1729.9094000000007,414.9257,purse_seiner
247221170,2023,ITA,ITA,ITA,other_purse_seines,0.703,purse_seines,other_purse_seines,True,20.677,15.3,15.3,223.963,,223.963,50.249,26.0,26.0,GFCM,3766.013499999997,383.5987,purse_seiner
247222060,2023,ITA,ITA,ITA,fixed_gear,0.548,set_longlines,fixed_gear,True,17.042,15.8,15.8,163.371,320.0,320.0,33.534,28.0,28.0,EU|GFCM|ICCAT|ICCAT2|IMO,632.5783,135.77290000000002,longliner
247222320,2023,ITA,ITA,ITA,trawlers,0.662,trawlers,trawlers,True,21.5,16.1,16.1,209.602,434.0,434.0,56.619,39.0,39.0,EU|GFCM|IMO,3470.2,1552.3182999999997,trawler
247223870,2023,ITA,,ITA,other_purse_seines,0.583,,other_purse_seines,False,15.922,,15.922,193.534,,193.534,25.338,,25.338,,144.2631,38.7411,purse_seiner
247225880,2023,ITA,ITA,ITA,trawlers,1.0,drifting_longlines|trawlers,trawlers,True,21.762,22.9,22.9,245.875,186.0,186.0,58.601,56.0,56.0,EU|GFCM|ICCAT|ICCAT2|IMO|TMT,3909.246800000001,2511.3132999999984,trawler
247228800,2023,ITA,ITA,ITA,trawlers,0.889,trawlers,trawlers,True,31.598,33.5,33.5,532.559,838.2,838.2,228.999,239.0,239.0,EU|GFCM|ICCAT|ICCAT2|IMO|ISSF2,7109.0993,3412.3786000000014,trawler
247228850,2023,ITA,ITA,ITA,other_purse_seines,0.706,trawlers|purse_seines,other_purse_seines,True,21.969,15.0,15.0,218.241,294.1,294.1,57.882,33.0,33.0,EU|IMO,5334.970499999998,1609.2402000000004,purse_seiner
247230360,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,25.126,25.0,25.0,580.902,835.0,835.0,126.418,135.0,135.0,EU|GFCM|IMO,3557.0736999999976,835.3869,trawler
247231980,2023,ITA,ITA,ITA,trawlers,0.824,trawlers,trawlers,True,18.178,21.7,21.7,262.895,503.5,503.5,49.24,60.0,60.0,EU|GFCM|IMO,2873.173800000001,575.4847000000001,trawler
247231990,2023,ITA,ITA,ITA,trawlers,0.841,trawlers,trawlers,True,23.899,21.7,21.7,388.496,503.5,503.5,94.266,60.0,60.0,EU|GFCM|ICCAT|ICCAT2|IMO,4737.4529,594.2624000000001,trawler
247232010,2023,ITA,ITA,ITA,trawlers,0.658,trawlers,trawlers,True,22.144,21.7,21.7,320.928,503.5,503.5,69.355,60.0,60.0,EU|GFCM|ICCAT|ICCAT2|IMO,1987.8112,362.0274,trawler
247235040,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,21.434,21.7,21.7,331.063,576.0,576.0,67.051,60.0,60.0,EU|GFCM|IMO,2986.8947,643.4182000000004,trawler
247240270,2023,ITA,,ITA,trawlers,0.983,,trawlers,False,12.873,,12.873,472.346,,472.346,26.165,,26.165,,248.0533,52.30779999999999,trawler
247240320,2023,ITA,ITA,ITA,drifting_longlines,0.969,drifting_longlines,set_longlines,True,18.805,22.7,22.7,230.834,263.6,263.6,49.86,48.0,48.0,EU|GFCM|ICCAT|ICCAT2|IMO,2395.764100000001,1207.7923,longliner
247250120,2023,ITA,ITA,ITA,set_longlines,0.643,purse_seines|set_longlines,set_longlines,True,20.432,15.0,15.0,203.703,342.6,342.6,72.377,16.0,16.0,EU|GFCM|IMO,4452.3705,1498.9406,longliner
247250150,2023,ITA,ITA,ITA,trawlers,0.995,trawlers,trawlers,True,21.553,21.6,21.6,282.677,350.0,350.0,61.766,53.0,53.0,EU|GFCM,2958.0303000000013,591.8916,trawler
247250620,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,20.932,23.4,23.4,270.934,401.1,401.1,58.438,96.0,96.0,EU|GFCM|IMO,2914.6204000000007,1391.9484,trawler
247252110,2023,ITA,,ITA,dredge_fishing,1.0,,dredge_fishing,True,16.032,,16.032,117.257,,117.257,15.267,,15.267,,814.8518000000001,290.233,other
247252280,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,20.549,15.4,15.4,268.507,158.0,158.0,53.33,34.0,34.0,EU|GFCM,1744.0656999999994,1142.9828,trawler
247252810,2023,ITA,ITA,ITA,set_gillnets,0.543,drifting_longlines|set_gillnets|set_longlines,set_gillnets,True,15.768,9.9,9.9,152.708,95.5,95.5,24.684,4.0,4.0,EU|ICCAT|ICCAT2,731.1836999999998,261.7181,longliner
247252970,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,22.276,24.8,24.8,286.168,294.0,294.0,64.148,109.0,109.0,EU|GFCM|IMO,704.8223999999999,371.2766,trawler
247253540,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,22.623,21.0,21.0,308.127,294.0,294.0,75.472,63.0,63.0,EU|GFCM,2933.557899999999,2415.0777,trawler
247255060,2023,ITA,ITA,ITA,trawlers,0.976,trawlers,trawlers,True,20.628,22.9,22.9,228.14,316.0,316.0,61.881,73.0,73.0,EU|GFCM|IMO,3048.6534,1657.8809999999994,trawler
247255310,2023,ITA,ITA,ITA,trawlers,0.894,trawlers,trawlers,True,20.282,22.2,22.2,270.905,316.0,316.0,57.32,80.0,80.0,EU|GFCM|IMO,3999.838800000003,2170.1581999999994,trawler
247255860,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,18.336,17.1,17.1,162.738,,162.738,29.851,39.0,39.0,GFCM,3446.6961999999994,1744.1536999999996,trawler
247256100,2023,ITA,ITA,ITA,trawlers,0.94,trawlers,trawlers,False,29.708,33.5,33.5,561.339,838.2,838.2,166.239,239.0,239.0,EU|GFCM|ICCAT|ICCAT2|IMO|ISSF2,2767.8776,2240.4967999999994,trawler
247257190,2023,ITA,ITA,ITA,fishing,1.0,dredge_fishing|purse_seines|set_longlines,fishing,True,15.319,11.4,11.4,121.588,108.0,108.0,20.947,12.0,12.0,EU,867.9704999999999,524.8894,trawler
247270920,2023,ITA,ITA,ITA,other_purse_seines,1.0,purse_seines,other_purse_seines,True,18.977,15.1,15.1,244.144,198.5,198.5,30.37,10.0,10.0,EU|GFCM,1089.0021,226.3505,purse_seiner
247271480,2023,ITA,ITA,ITA,trawlers,1.0,purse_seines|trawlers,trawlers,True,23.06,21.0,21.0,328.043,522.0,522.0,80.848,69.0,69.0,EU|GFCM|ICCAT|ICCAT2|IMO,1173.1916,535.6662,trawler
247280280,2023,ITA,ITA,ITA,trawlers,0.938,trawlers,trawlers,True,21.423,19.6,19.6,384.086,397.0,397.0,59.824,52.0,52.0,EU|GFCM|IMO,4668.680800000003,1961.5543,trawler
247280530,2023,ITA,ITA,ITA,trawlers,1.0,fishing,trawlers,True,16.634,,16.634,146.888,,146.888,34.758,26.0,26.0,IMO,3233.9015000000027,2217.5302,trawler
247280590,2023,ITA,ITA,ITA,trawlers,0.951,trawlers,trawlers,True,26.092,24.7,24.7,458.602,250.0,250.0,109.28,86.0,86.0,EU|GFCM|IMO,3048.745499999998,464.6915,trawler
247280650,2023,ITA,ITA,ITA,trawlers,0.9,trawlers,trawlers,False,18.107,16.6,16.6,221.846,323.6,323.6,43.512,28.0,28.0,EU|GFCM,1368.6447,646.8005999999999,trawler
247280760,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,17.83,18.3,18.3,211.644,221.0,221.0,37.42,33.0,33.0,EU|GFCM,2031.7450999999992,1677.4346999999998,trawler
247280790,2023,ITA,ITA,ITA,trawlers,0.998,trawlers,trawlers,True,18.594,16.6,16.6,197.046,125.0,125.0,59.598,25.0,25.0,EU|GFCM|IMO,2709.141800000001,2011.227199999998,trawler
247280850,2023,ITA,ITA,ITA,trawlers,0.989,trawlers,trawlers,True,19.485,18.2,18.2,257.763,,257.763,55.155,25.0,25.0,CORR|GFCM,2664.3008,2049.5536,trawler
247280940,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,19.93,18.1,18.1,271.779,331.0,331.0,44.214,36.0,36.0,EU|GFCM|IMO,1960.5234,928.3803999999997,trawler
247281240,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,17.167,16.3,16.3,155.509,161.5,161.5,34.731,27.0,27.0,EU|GFCM,688.4544,232.9837,trawler
247281250,2023,ITA,ITA,ITA,trawlers,0.869,trawlers,trawlers,False,23.124,22.5,22.5,327.275,409.0,409.0,125.184,92.0,92.0,CORR2|EU|GFCM|ICCAT|ICCAT2|IMO|ISSF2,8643.297700000001,2481.1038999999982,trawler
247281290,2023,ITA,ITA,ITA,trawlers,0.954,trawlers,trawlers,True,26.033,20.1,20.1,337.315,176.5,176.5,104.8,45.0,45.0,EU|GFCM|ICCAT|ICCAT2|IMO,3773.083099999998,1386.8126000000002,trawler
247281360,2023,ITA,ITA,ITA,trawlers,0.632,drifting_longlines|set_gillnets|trawlers|set_longlines,trawlers,True,19.64,15.0,15.0,217.059,220.0,220.0,55.804,18.0,18.0,EU|ICCAT|ICCAT2|IMO,3325.692699999997,2439.408300000001,trawler
247281390,2023,ITA,ITA,ITA,trawlers,0.892,set_longlines|trawlers,trawlers,True,20.606,14.9,14.9,212.478,162.0,162.0,61.441,12.0,12.0,EU|IMO,2629.7307,1948.8685000000005,trawler
247281420,2023,ITA,ITA,ITA,trawlers,0.992,trawlers,trawlers,True,21.428,14.8,14.8,257.367,206.0,206.0,72.995,25.0,25.0,EU|IMO,3319.5691,2351.715099999999,trawler
247281480,2023,ITA,ITA,ITA,trawlers,0.974,trawlers,trawlers,True,20.607,16.9,16.9,273.426,220.0,220.0,60.365,25.0,25.0,EU|GFCM|IMO,2097.9301,1622.4258999999993,trawler
247281510,2023,ITA,ITA,ITA,trawlers,0.964,trawlers,trawlers,True,18.682,19.5,19.5,282.812,250.0,250.0,55.518,51.0,51.0,EU|GFCM|IMO,4190.633599999999,3269.0374999999995,trawler
247281540,2023,ITA,ITA,ITA,trawlers,0.727,purse_seines|trawlers,trawlers,True,28.967,25.5,25.5,316.952,514.7,514.7,137.899,107.0,107.0,EU|GFCM|IMO,2318.1554,477.2685000000001,trawler
247281720,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,15.314,13.5,13.5,155.093,150.0,150.0,27.845,23.0,23.0,EU,1697.8415000000002,1153.7213999999997,trawler
247282130,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,18.511,18.2,18.2,246.508,176.0,176.0,53.35,30.0,30.0,EU|GFCM|IMO,2790.7225,2188.2430999999992,trawler
247282250,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,17.004,16.8,16.8,219.821,206.0,206.0,36.406,32.0,32.0,EU|GFCM|IMO,1803.896400000001,1478.0824000000002,trawler
247282260,2023,ITA,ITA,ITA,trawlers,0.991,trawlers,trawlers,True,25.648,19.2,19.2,301.025,234.9,234.9,130.091,60.0,60.0,EU|GFCM|IMO,1606.4476999999997,974.6215000000002,trawler
247282370,2023,ITA,ITA,ITA,trawlers,0.999,trawlers,trawlers,True,17.902,16.5,16.5,285.526,294.0,294.0,46.391,34.0,34.0,EU|GFCM|IMO,2007.2028999999995,1204.7188000000006,trawler
247282650,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,20.428,17.8,17.8,248.162,234.0,234.0,83.421,53.0,53.0,EU|GFCM|IMO,4066.9323,2649.9907999999987,trawler
247282710,2023,ITA,ITA,ITA,trawlers,0.998,trawlers,trawlers,True,20.901,18.4,18.4,260.015,,260.015,68.33,25.0,25.0,GFCM|IMO,2572.874100000002,1997.0607,trawler
247282720,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,19.619,15.9,15.9,266.515,162.0,162.0,62.803,30.0,30.0,EU|GFCM|IMO,2825.7199000000005,2153.9301,trawler
247283020,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,22.519,18.4,18.4,289.103,233.5,233.5,91.95,60.0,60.0,EU|GFCM,3327.2788,2630.480800000003,trawler
247283490,2023,ITA,,ITA,trawlers,0.975,,trawlers,True,18.173,,18.173,280.927,,280.927,62.577,,62.577,,978.8738,561.5268999999998,trawler
247283860,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,23.523,21.5,21.5,372.024,300.0,300.0,94.891,75.0,75.0,EU|GFCM,1649.1951999999994,1107.7705,trawler
247300010,2023,ITA,ITA,ITA,fixed_gear,0.721,purse_seines|drifting_longlines,fishing,True,17.01,16.4,16.4,135.909,161.0,161.0,31.076,30.0,30.0,EU|GFCM|ICCAT,3408.6362000000013,1344.5793,trawler
247300030,2023,ITA,ITA,ITA,other_purse_seines,0.986,purse_seines,other_purse_seines,True,23.373,23.9,23.9,390.509,279.5,279.5,57.702,63.0,63.0,EU|GFCM|ICCAT|ICCAT2,1575.6921999999995,260.4809,purse_seiner
247300040,2023,ITA,ITA,ITA,other_purse_seines,1.0,purse_seines,other_purse_seines,False,23.417,24.1,24.1,358.563,375.0,375.0,53.567,54.0,54.0,EU|GFCM|ICCAT|ICCAT2,1966.9578000000004,271.43139999999994,purse_seiner
247300080,2023,ITA,ITA,ITA,trawlers,0.816,trawlers,trawlers,True,19.646,20.6,20.6,213.879,,213.879,54.511,56.0,56.0,GFCM,2618.1047,1869.4727000000005,trawler
247300110,2023,ITA,ITA,ITA,trawlers,0.956,trawlers,trawlers,True,29.742,32.3,32.3,462.514,386.0,386.0,174.084,187.0,187.0,EU|GFCM|ICCAT|ICCAT2|IMO,4595.4049,2032.7634,trawler
247300130,2023,ITA,ITA,ITA,drifting_longlines,0.761,drifting_longlines|purse_seines,drifting_longlines,True,19.675,16.7,16.7,240.831,169.0,169.0,63.696,31.0,31.0,EU|GFCM|ICCAT|ICCAT2|IMO,3257.9528999999984,1509.0723,longliner
247300160,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,18.596,15.7,15.7,178.36,162.0,162.0,36.82,22.0,22.0,EU|GFCM,3576.870899999999,2304.4698,trawler
247300170,2023,ITA,ITA,ITA,trawlers,0.984,trawlers,trawlers,True,22.762,21.8,21.8,253.058,269.0,269.0,62.75,55.0,55.0,EU|GFCM,1024.4995,425.17979999999994,trawler
247300180,2023,ITA,ITA,ITA,drifting_longlines,0.786,set_gillnets,fishing,True,21.804,22.4,22.4,242.805,316.0,316.0,84.512,83.0,83.0,EU|GFCM|ICCAT|ICCAT2|REV,2773.898499999999,999.5516,trawler
247300210,2023,ITA,ITA,ITA,other_purse_seines,0.927,purse_seines,other_purse_seines,True,17.125,16.5,16.5,175.814,161.7,161.7,30.394,29.0,29.0,EU|GFCM,2238.926200000001,281.3760000000002,purse_seiner
247300220,2023,ITA,ITA,ITA,trawlers,0.994,trawlers,trawlers,True,22.226,24.5,24.5,265.207,180.0,180.0,78.372,107.0,107.0,EU|GFCM|ICCAT|ICCAT2,2664.332700000001,2074.1986,trawler
247300240,2023,ITA,ITA,ITA,trawlers,0.854,trawlers,trawlers,True,16.613,15.1,15.1,142.423,109.5,109.5,29.687,28.0,28.0,EU|GFCM|ICCAT|IMO,2787.167900000001,1638.9346000000005,trawler
247300250,2023,ITA,ITA,ITA,drifting_longlines,0.922,purse_seines|drifting_longlines,drifting_longlines,True,22.809,19.4,19.4,295.786,285.0,285.0,87.361,46.0,46.0,EU|GFCM|ICCAT|ICCAT2|IMO,1820.3007,678.7625,longliner
247300320,2023,ITA,ITA,ITA,other_purse_seines,0.938,purse_seines,other_purse_seines,True,22.049,24.4,24.4,264.089,221.0,221.0,46.751,70.0,70.0,EU|GFCM|ICCAT|ICCAT2,2598.5839,332.97120000000007,purse_seiner
247300340,2023,ITA,ITA,ITA,trawlers,0.896,trawlers,trawlers,True,23.716,23.7,23.7,299.515,294.0,294.0,94.865,80.0,80.0,EU|GFCM,2191.8599,1356.5277,trawler
247300350,2023,ITA,ITA,ITA,trawlers,1.0,trawlers|set_longlines,trawlers,True,17.071,15.0,15.0,126.98,141.9,141.9,27.16,14.0,14.0,EU,1910.3046,1366.5486999999996,trawler
247300430,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,16.048,15.1,15.1,159.391,161.0,161.0,23.075,18.0,18.0,EU|GFCM,2846.417200000001,1385.8878999999995,trawler
247300450,2023,ITA,ITA,ITA,fishing,0.959,trawlers|set_longlines|purse_seines|drifting_longlines,fishing,False,15.808,13.7,13.7,173.467,125.0,125.0,29.976,12.0,12.0,EU|ICCAT|ICCAT2,2575.6535999999987,1073.9128999999998,trawler
247300480,2023,ITA,ITA,ITA,other_purse_seines,0.719,trawlers|purse_seines,other_purse_seines,True,21.635,22.1,22.1,233.337,197.8,197.8,65.536,57.0,57.0,EU|GFCM|ICCAT|ICCAT2|IMO,1022.1516,474.00500000000005,purse_seiner
247300570,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,15.871,15.9,15.9,195.145,206.0,206.0,28.16,25.0,25.0,EU|GFCM,2491.1712,1327.8392000000003,trawler
247300580,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,16.15,16.1,16.1,196.422,185.0,185.0,31.949,31.0,31.0,EU|GFCM,4214.6403999999975,1643.8297999999998,trawler
247300760,2023,ITA,ITA,ITA,trawlers,1.0,trawlers|purse_seines,trawlers,True,16.394,21.8,21.8,175.838,220.0,220.0,32.682,55.0,55.0,EU|GFCM|ICCAT|ICCAT2,3355.9403000000007,1083.5627999999997,trawler
247300850,2023,ITA,ITA,ITA,trawlers,0.995,trawlers,trawlers,True,20.013,22.0,22.0,221.798,206.0,206.0,59.511,72.0,72.0,EU|GFCM,2282.1066,1502.1946000000005,trawler
247300910,2023,ITA,ITA,ITA,drifting_longlines,0.876,purse_seines|drifting_longlines,drifting_longlines,True,22.454,22.1,22.1,287.567,246.0,246.0,80.737,55.0,55.0,EU|GFCM|ICCAT|ICCAT2|IMO,1346.5525999999995,790.5432,longliner
247300930,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,17.351,17.1,17.1,196.87,187.0,187.0,36.589,35.0,35.0,EU|GFCM,2828.6238000000003,1326.2931,trawler
247300940,2023,ITA,ITA,ITA,drifting_longlines,0.79,purse_seines|drifting_longlines|trawlers,drifting_longlines,True,21.397,25.1,25.1,248.456,336.0,336.0,87.041,118.0,118.0,EU|GFCM|ICCAT|ICCAT2,5199.5182,2917.6214999999997,longliner
247301060,2023,ITA,ITA,ITA,trawlers,0.998,trawlers,trawlers,False,19.284,20.0,20.0,205.523,206.0,206.0,51.396,46.0,46.0,EU|GFCM,3805.0473,2083.580599999999,trawler
247301080,2023,ITA,ITA,ITA,trawlers,0.999,trawlers,trawlers,True,20.4,23.0,23.0,287.794,552.0,552.0,71.337,75.0,75.0,EU|GFCM|ICCAT|ICCAT2,3681.5915999999993,2132.1756000000014,trawler
247301090,2023,ITA,ITA,ITA,trawlers,0.734,trawlers,trawlers,True,18.104,18.1,18.1,313.381,324.0,324.0,41.386,38.0,38.0,EU|GFCM|ICCAT|ICCAT2,3373.5944000000004,970.9588,trawler
247301120,2023,ITA,ITA,ITA,drifting_longlines,0.54,purse_seines|drifting_longlines,set_longlines,True,24.072,20.4,20.4,303.81,170.6,170.6,101.778,46.0,46.0,EU|GFCM|ICCAT|ICCAT2|IMO,2955.8171000000007,347.42689999999993,longliner
247301270,2023,ITA,ITA,ITA,trawlers,0.992,trawlers,trawlers,True,19.62,17.6,17.6,247.391,207.4,207.4,63.145,54.0,54.0,EU|GFCM|ICCAT|IMO,3566.820799999998,2752.4068000000007,trawler
247301460,2023,ITA,ITA,ITA,trawlers,0.75,trawlers,trawlers,True,23.501,24.1,24.1,290.681,331.0,331.0,97.283,59.0,59.0,EU|GFCM|ICCAT|ICCAT2,3886.3159999999975,1737.8721000000005,trawler
247301700,2023,ITA,ITA,ITA,trawlers,0.992,trawlers,trawlers,True,27.189,27.1,27.1,381.613,312.0,312.0,123.176,99.0,99.0,CORR2|EU|GFCM|ICCAT|ICCAT2|IMO,3099.5158,1283.1278000000004,trawler
247301980,2023,ITA,ITA,ITA,trawlers,0.616,trawlers,trawlers,True,20.693,20.4,20.4,196.784,294.0,294.0,72.317,47.0,47.0,EU|GFCM,7587.728799999999,363.7647,trawler
247302170,2023,ITA,ITA,ITA,other_purse_seines,0.978,purse_seines,other_purse_seines,True,20.054,16.5,16.5,216.819,220.0,220.0,33.454,30.0,30.0,EU|GFCM,1717.1794,167.0387,purse_seiner
247302190,2023,ITA,ITA,ITA,trawlers,0.986,trawlers,trawlers,False,27.421,28.0,28.0,386.787,294.0,294.0,122.515,139.0,139.0,EU|GFCM|ICCAT|ICCAT2|IMO|ISSF2,5087.4976,2292.794700000001,trawler
247302220,2023,ITA,ITA,ITA,trawlers,0.875,trawlers,trawlers,True,20.986,21.9,21.9,246.52,350.0,350.0,54.139,57.0,57.0,EU|GFCM|IMO,2065.7708000000007,1056.6249,trawler
247302240,2023,ITA,ITA,ITA,drifting_longlines,0.769,drifting_longlines|set_longlines,drifting_longlines,False,20.409,17.7,17.7,273.235,220.0,220.0,79.609,39.0,39.0,EU|GFCM|ICCAT|ICCAT2,2568.9549000000006,667.0587999999999,longliner
247302320,2023,ITA,ITA,ITA,fixed_gear,0.63,purse_seines|drifting_longlines,fishing,True,18.032,18.9,18.9,209.983,220.0,220.0,43.095,40.0,40.0,EU|GFCM|ICCAT|ICCAT2,3086.5533000000014,524.7515000000002,trawler
247302330,2023,ITA,ITA,ITA,set_longlines,0.971,drifting_longlines|purse_seines,fishing,True,16.673,15.6,15.6,195.784,191.0,191.0,30.344,22.0,22.0,EU|GFCM|ICCAT|ICCAT2,576.1339000000002,224.5306,trawler
247302360,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,19.597,20.8,20.8,211.738,135.0,135.0,39.659,44.0,44.0,EU|GFCM|IMO,2905.865599999999,2051.6577,trawler
247302370,2023,ITA,ITA,ITA,trawlers,0.973,trawlers,trawlers,True,19.982,20.8,20.8,233.881,162.3,162.3,48.038,41.0,41.0,EU|GFCM|IMO,3528.0890999999974,2374.4212999999995,trawler
247302380,2023,ITA,ITA,ITA,trawlers,0.941,trawlers,trawlers,True,18.406,18.1,18.1,246.644,161.8,161.8,42.697,32.0,32.0,EU|GFCM,1448.2508000000005,748.5040000000001,trawler
247302420,2023,ITA,ITA,ITA,trawlers,0.995,trawlers,trawlers,True,18.151,15.8,15.8,210.741,,210.741,48.423,21.0,21.0,GFCM,2445.4231999999984,1563.2229000000004,trawler
247302510,2023,ITA,ITA,ITA,trawlers,0.985,trawlers,trawlers,False,20.086,20.4,20.4,227.177,220.0,220.0,50.959,33.0,33.0,EU|GFCM,2705.8586,1733.1577,trawler
247302520,2023,ITA,ITA,ITA,trawlers,0.999,trawlers,trawlers,True,16.867,16.4,16.4,194.568,161.7,161.7,34.54,29.0,29.0,EU|GFCM,903.6063000000004,400.2235999999999,trawler
247302670,2023,ITA,ITA,ITA,trawlers,0.768,trawlers,trawlers,True,22.05,25.3,25.3,306.986,319.0,319.0,99.913,137.0,137.0,EU|GFCM|ICCAT|ICCAT2|IMO,1455.1643000000004,1024.9749000000002,trawler
247302720,2023,ITA,ITA,ITA,drifting_longlines,0.964,drifting_longlines|purse_seines,drifting_longlines,True,21.203,21.6,21.6,232.257,368.0,368.0,76.435,65.0,65.0,EU|GFCM|ICCAT|ICCAT2|IMO,5975.269299999999,1613.9960000000012,longliner
247302920,2023,ITA,ITA,ITA,trawlers,1.0,trawlers,trawlers,True,25.834,25.4,25.4,575.253,161.9,161.9,117.159,91.0,91.0,EU|GFCM|IMO,3216.0907999999995,2454.6719,trawler
247303180,2023,ITA,ITA,ITA,fishing,0.935,drifting_longlines|purse_seines,fishing,True,16.812,15.8,15.8,192.911,176.5,176.5,30.13,15.0,15.0,EU|GFCM|ICCAT|ICCAT2|IMO,1002.0204,347.4377,trawler
247303280,2023,ITA,ITA,ITA,trawlers,0.984,trawlers,trawlers,True,19.475,20.6,20.6,242.177,88.0,88.0,50.671,42.0,42.0,EU|GFCM,1801.4857000000004,1271.4292999999998,trawler
247303340,2023,ITA,ITA,ITA,trawlers,0.815,trawlers,trawlers,True,20.782,21.7,21.7,209.531,220.0,220.0,62.535,65.0,65.0,EU|GFCM,1859.2927,750.4400000000003,trawler
247303790,2023,ITA,ITA,ITA,trawlers,0.907,trawlers,trawlers,True,20.751,19.6,19.6,214.396,,214.396,60.496,47.0,47.0,GFCM,1205.587799999999,555.7569000000002,trawler
247304010,2023,ITA,ITA,ITA,drifting_longlines,0.821,set_longlines,fishing,True,18.469,15.2,15.2,230.646,150.0,150.0,50.303,19.0,19.0,EU|GFCM|ICCAT|ICCAT2|IMO,329.70019999999994,258.2119,trawler
247304380,2023,ITA,ITA,ITA,trawlers,0.98,trawlers,trawlers,True,17.213,16.1,16.1,178.954,162.0,162.0,37.142,26.0,26.0,EU|GFCM,1872.2528,810.8544000000002,trawler
247304660,2023,ITA,ITA,ITA,trawlers,0.984,trawlers,trawlers,True,19.572,18.9,18.9,215.119,162.0,162.0,55.174,38.0,38.0,EU|GFCM,5105.2871000000005,1944.8884000000005,trawler
247304770,2023,ITA,ITA,ITA,trawlers,0.587,purse_seines|trawlers,trawlers,True,21.669,21.1,21.1,180.587,200.2,200.2,67.997,44.0,44.0,EU|GFCM|ICCAT|ICCAT2|IMO,8344.137999999999,1597.6019000000008,trawler
